node,STUSPS,well_depth (m),NaN values,well_pressure [bar]
fips31157,NE,27.8184131147541,,2.728986326557377
fips31159,NE,55.90545660167131,,5.484325292623956
fips31161,NE,76.10563392,,7.465962687552
fips31163,NE,107.02718343195266,,10.499366694674558
fips31165,NE,44.38637342192691,,4.354303232691031
fips31167,NE,39.412415533980585,,3.866357963883496
fips31169,NE,52.70503097560976,,5.170363538707318
fips31175,NE,112.31469587073607,,11.018071664919212
fips31177,NE,46.92543483870968,,4.60338515767742
fips31179,NE,67.23723243243244,,6.595972501621623
fips31181,NE,44.8432051948052,,4.399118429610391
fips31183,NE,84.27381333333334,,8.267261088000001
fips31185,NE,62.14099342657343,,6.0960314551468535
fips32001,NV,101.74224,,9.980913744000002
fips32003,NV,131.82188108108107,,12.931726534054054
fips32005,NV,103.36695652173913,,10.14029843478261
fips32007,NV,91.66242162162165,,8.992083561081083
fips32009,NV,126.0856,,12.36899736
fips32011,NV,124.748925,,12.2378695425
fips32013,NV,156.718,,15.3740358
fips32015,NV,127.62155294117647,,12.519674343529411
fips32017,NV,82.9945,,8.141760450000001
fips32019,NV,135.9158163934426,,13.33334158819672
fips32021,NV,142.24,,13.953744000000002
fips32023,NV,121.61901,,11.930824881
fips32027,NV,139.192,,13.6547352
fips32031,NV,121.85765454545457,,11.954235910909093
fips32033,NV,88.95805714285714,,8.726785405714287
fips34001,NJ,75.81329809764581,Filled with US average,7.437284543379055
fips34005,NJ,75.81329809764581,Filled with US average,7.437284543379055
fips34011,NJ,75.81329809764581,Filled with US average,7.437284543379055
fips35001,NM,56.7479114391144,,5.566970112177122
fips35003,NM,34.69025934065934,,3.4031144413186816
fips35005,NM,34.36472846347607,,3.371179862267003
fips35007,NM,39.87247826086956,,3.911490117391304
fips35009,NM,83.39698743768695,,8.18124446763709
fips35011,NM,53.54133577981652,,5.252405040000001
fips35013,NM,45.57432217522659,,4.47084100538973
fips35015,NM,48.70273187279152,,4.777737996720849
fips35017,NM,24.11566679462572,,2.365746912552783
fips35019,NM,21.93205333333333,,2.151534432
fips35023,NM,66.48234880803011,,6.521918418067755
fips35025,NM,34.084455841121496,,3.343685118014019
fips35027,NM,38.14602944162437,,3.7421254882233512
fips35029,NM,21.930063230240552,,2.1513392028865983
fips35035,NM,59.93639065308568,,5.879759923067706
fips35037,NM,30.254556213017757,,2.967971964497042
fips35039,NM,9.828059582919565,,0.9641326450844092
fips35041,NM,18.89116589403973,,1.853223374205298
fips35043,NM,49.23239753593429,,4.829698198275154
fips35045,NM,25.630659459459466,,2.514367692972973
fips35047,NM,17.64617444933921,,1.7310897134801768
fips35049,NM,58.49669416342413,,5.738525697431908
fips35051,NM,34.88374788877446,,3.4220956678887746
fips35053,NM,47.26082944785276,,4.636287368834356
fips35055,NM,20.583051043338685,,2.0191973073515253
fips35057,NM,52.21465539622641,,5.122257694369812
fips35059,NM,26.59530394736842,,2.6089993172368424
