node,sprinkler_percentage,drip_percentage,surface_percentage,well_pressure [bar],gw_percentages,sw_percentages,operating_pressure,pressure_head,conversion_factor_el,conversion_factor_diesel,unit_conversion_factor
fips05145,0.052,0.0,0.948,7.437284543379055,0.5391496779618478,0.4608503220381522,0.5446799999999999,50.901871692820635,0.1734,0.4623,kWh/m3
fips05147,0.103,0.0,0.897,7.437284543379055,0.9477459005710565,0.0522540994289437,0.67677,85.42366901628394,0.291,0.7759,kWh/m3
fips06001,0.037,0.963,0.0,4.181998940689655,0.7390082278813466,0.2609917721186535,1.0739999999999998,46.62820043736286,0.1588,0.4235,kWh/m3
fips06005,0.0,0.803,0.197,4.181998940689655,0.7395649741371768,0.2604350258628232,0.8837700000000001,45.223906988848704,0.154,0.4108,kWh/m3
fips06007,0.611,0.306,0.083,4.181998940689655,0.9597154032189872,0.0402845967810127,2.17303,69.20508830053318,0.2357,0.6286,kWh/m3
fips06009,0.006,0.957,0.037,4.181998940689655,0.7389785961007792,0.2610214038992207,0.99017,45.995128874484145,0.1567,0.4178,kWh/m3
fips06011,0.031,0.602,0.366,4.181998940689655,0.9275583953896132,0.0724416046103866,0.8450599999999999,54.565654684557636,0.1859,0.4956,kWh/m3
fips06013,0.236,0.723,0.041,4.181998940689655,0.1658619705846851,0.8341380294153149,1.44781,16.552203923731547,0.0564,0.1503,kWh/m3
fips06015,0.842,0.158,0.0,4.181998940689655,0.739377342613135,0.260622657386865,2.6839999999999997,58.78250816668416,0.2002,0.5339,kWh/m3
fips06017,0.25,0.688,0.062,4.181998940689655,0.7395356806198563,0.2604643193801436,1.46342,49.592138009043346,0.1689,0.4504,kWh/m3
fips06019,0.055,0.472,0.474,4.181998940689655,0.5741102901336197,0.4258897098663803,0.83134,36.373185257670855,0.1239,0.3304,kWh/m3
fips06021,0.24,0.462,0.297,4.181998940689655,0.9592825316553169,0.0407174683446831,1.30377,60.67688397044728,0.2067,0.5511,kWh/m3
fips06023,0.893,0.023,0.084,4.181998940689655,0.739388176890678,0.2606118231093221,2.7364400000000004,59.17851126693167,0.2016,0.5375,kWh/m3
fips06025,0.027,0.056,0.918,4.181998940689655,0.7394065253323253,0.2605934746676747,0.51338,42.42399416568718,0.1445,0.3853,kWh/m3
fips06027,0.0,0.0,1.0,4.181998940689655,0.7394980399757237,0.2605019600242762,0.41,41.649074579109076,0.1419,0.3783,kWh/m3
fips06029,0.182,0.457,0.361,4.181998940689655,0.9309311112689004,0.0690688887310996,1.15101,57.64183424631194,0.1963,0.5235,kWh/m3
fips06031,0.031,0.278,0.691,4.181998940689655,0.956374593585741,0.0436254064142589,0.65431,54.18270130078648,0.1845,0.4921,kWh/m3
fips06033,0.587,0.362,0.051,4.181998940689655,0.7394148684803172,0.2605851315196828,2.14391,54.71428264422532,0.1864,0.497,kWh/m3
fips06035,0.526,0.0,0.474,4.181998940689655,0.7394385443962028,0.2605614556037972,1.77234,51.91506339597539,0.1768,0.4715,kWh/m3
fips06037,0.984,0.014,0.002,4.181998940689655,0.7392790607741672,0.2607209392258328,2.96682,60.906953640342756,0.2074,0.5532,kWh/m3
fips06039,0.043,0.621,0.337,4.181998940689655,0.9825743029803268,0.0174256970196731,0.88817,57.8166943210055,0.1969,0.5251,kWh/m3
fips06041,0.0,1.0,0.0,4.181998940689655,0.7394738105426428,0.2605261894573572,1.0,46.09533642099609,0.157,0.4187,kWh/m3
fips06043,0.0,0.0,1.0,4.181998940689655,0.7395441832987562,0.2604558167012438,0.41,41.65123451886936,0.1419,0.3783,kWh/m3
fips06045,0.145,0.81,0.045,4.181998940689655,0.7394246660803515,0.2605753339196484,1.26345,48.07848383921561,0.1638,0.4367,kWh/m3
fips06047,0.071,0.349,0.58,4.181998940689655,0.7177375863836937,0.2822624136163062,0.7998,43.4824092511665,0.1481,0.3949,kWh/m3
fips06049,0.652,0.032,0.316,4.181998940689655,0.739392825032083,0.2606071749679169,2.11756,54.51425771266708,0.1857,0.4951,kWh/m3
fips06051,0.781,0.0,0.219,4.181998940689655,0.7394469321150806,0.2605530678849193,2.43279,56.893836786765846,0.1938,0.5167,kWh/m3
fips06053,0.449,0.448,0.103,4.181998940689655,0.739408085452443,0.260591914547557,1.83723,52.40230934694468,0.1785,0.476,kWh/m3
fips06055,0.041,0.954,0.005,4.181998940689655,0.7394171687202531,0.260582831279747,1.07905,46.68817443652835,0.159,0.4241,kWh/m3
fips06057,0.435,0.188,0.377,4.181998940689655,0.7394457218027164,0.2605542781972835,1.64757,50.975023579479696,0.1736,0.463,kWh/m3
fips06061,0.534,0.137,0.329,4.181998940689655,0.6973444545230602,0.3026555454769399,1.87389,50.081962996916,0.1706,0.4549,kWh/m3
fips06063,0.449,0.016,0.535,4.181998940689655,0.7394090782975068,0.2605909217024932,1.58235,50.48126337635623,0.1719,0.4585,kWh/m3
fips06065,0.116,0.332,0.553,4.181998940689655,0.7394031165579928,0.2605968834420071,0.90673,45.3886038538714,0.1546,0.4122,kWh/m3
