state,diesel,electric,natural_gas,LP_gas,total,diesel_percentage,electric_percentage,STUSPS,node
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06093
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06095
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06097
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06099
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06101
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06103
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06105
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06107
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06109
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06111
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06113
CA,8043.0,84856.0,809.0,598.0,94306.0,0.09162725595402202,0.908372744045978,CA,fips06115
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08001
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08003
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08005
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08007
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08009
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08011
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08013
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08014
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08015
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08017
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08019
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08021
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08023
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08025
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08027
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08029
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08031
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08033
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08035
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08037
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08039
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08041
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08043
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08045
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08047
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08049
CO,544.0,13654.0,258.0,148.0,14604.0,0.04738427827992331,0.9526157217200767,CO,fips08051
