node,price_import
fips31081,0.111
fips31083,0.111
fips31085,0.111
fips31087,0.111
fips31089,0.111
fips31093,0.111
fips31095,0.111
fips31097,0.111
fips31099,0.111
fips31101,0.111
fips31103,0.111
fips31105,0.111
fips31107,0.111
fips31111,0.111
fips31113,0.111
fips31115,0.111
fips31117,0.111
fips31119,0.111
fips31121,0.111
fips31123,0.111
fips31125,0.111
fips31127,0.111
fips31129,0.111
fips31135,0.111
fips31137,0.111
fips31139,0.111
fips31141,0.111
fips31143,0.111
fips31145,0.111
fips31149,0.111
fips31151,0.111
fips31155,0.111
fips31157,0.111
fips31159,0.111
fips31161,0.111
fips31163,0.111
fips31165,0.111
fips31167,0.111
fips31169,0.111
fips31175,0.111
fips31177,0.111
fips31179,0.111
fips31181,0.111
fips31183,0.111
fips31185,0.111
fips32001,0.1208
fips32003,0.1208
fips32005,0.1208
fips32007,0.1208
fips32009,0.1208
fips32011,0.1208
fips32013,0.1208
fips32015,0.1208
fips32017,0.1208
fips32019,0.1208
fips32021,0.1208
fips32023,0.1208
fips32027,0.1208
fips32031,0.1208
fips32033,0.1208
fips34001,0.1219
fips34005,0.1219
fips34011,0.1219
fips35001,0.1058
fips35003,0.1058
fips35005,0.1058
fips35007,0.1058
fips35009,0.1058
fips35011,0.1058
fips35013,0.1058
fips35015,0.1058
fips35017,0.1058
fips35019,0.1058
fips35023,0.1058
fips35025,0.1058
fips35027,0.1058
fips35029,0.1058
fips35035,0.1058
fips35037,0.1058
fips35039,0.1058
fips35041,0.1058
fips35043,0.1058
fips35045,0.1058
fips35047,0.1058
fips35049,0.1058
fips35051,0.1058
fips35053,0.1058
fips35055,0.1058
fips35057,0.1058
fips35059,0.1058
fips35061,0.1058
fips37163,0.1117
fips38021,0.111
fips38035,0.111
fips38043,0.111
fips38049,0.111
fips38053,0.111
fips38073,0.111
fips38081,0.111
fips38105,0.111
fips39085,0.111
fips40007,0.111
fips40009,0.111
fips40015,0.111
fips40025,0.111
fips40039,0.111
fips40045,0.111
fips40051,0.111
fips40057,0.111
fips40059,0.111
fips40065,0.111
fips40073,0.111
fips40093,0.111
fips40101,0.111
fips40139,0.111
fips40141,0.111
fips40149,0.111
fips41001,0.1208
fips41003,0.1208
fips41005,0.1208
fips41011,0.1208
fips41013,0.1208
fips41017,0.1208
fips41019,0.1208
fips41021,0.1208
fips41023,0.1208
fips41025,0.1208
fips41027,0.1208
fips41029,0.1208
fips41031,0.1208
fips41033,0.1208
fips41035,0.1208
fips41037,0.1208
fips41039,0.1208
fips41043,0.1208
fips41045,0.1208
fips41047,0.1208
fips41049,0.1208
fips41051,0.1208
fips41053,0.1208
fips41059,0.1208
fips41061,0.1208
fips41063,0.1208
fips41065,0.1208
fips41067,0.1208
fips41069,0.1208
fips41071,0.1208
fips45017,0.1117
fips45075,0.1117
fips45085,0.1117
fips46007,0.111
fips46027,0.111
fips46065,0.111
fips46115,0.111
fips46119,0.111
fips46121,0.111
fips46125,0.111
fips46135,0.111
fips48003,0.1058
fips48013,0.1058
fips48017,0.1058
fips48039,0.1058
fips48041,0.1058
fips48045,0.1058
fips48051,0.1058
fips48061,0.1058
fips48065,0.1058
fips48069,0.1058
fips48071,0.1058
fips48075,0.1058
fips48079,0.1058
fips48087,0.1058
fips48089,0.1058
fips48093,0.1058
fips48107,0.1058
fips48109,0.1058
fips48111,0.1058
fips48115,0.1058
fips48117,0.1058
fips48129,0.1058
fips48141,0.1058
fips48147,0.1058
fips48153,0.1058
fips48157,0.1058
fips48163,0.1058
fips48165,0.1058
fips48173,0.1058
fips48179,0.1058
fips48189,0.1058
fips48191,0.1058
fips48195,0.1058
fips48197,0.1058
fips48205,0.1058
fips48207,0.1058
fips48215,0.1058
fips48219,0.1058
fips48229,0.1058
fips48233,0.1058
fips48239,0.1058
fips48245,0.1058
fips48275,0.1058
fips48279,0.1058
fips48291,0.1058
fips48295,0.1058
fips48303,0.1058
fips48305,0.1058
fips48317,0.1058
fips48321,0.1058
fips48323,0.1058
fips48325,0.1058
fips48335,0.1058
fips48341,0.1058
fips48353,0.1058
fips48357,0.1058
fips48369,0.1058
fips48371,0.1058
fips48383,0.1058
fips48389,0.1058
fips48395,0.1058
fips48421,0.1058
fips48437,0.1058
fips48445,0.1058
fips48451,0.1058
fips48463,0.1058
fips48481,0.1058
fips48483,0.1058
fips48487,0.1058
fips48489,0.1058
fips48493,0.1058
fips48501,0.1058
fips48507,0.1058
fips49001,0.1151
fips49003,0.1151
fips49005,0.1151
fips49007,0.1151
fips49009,0.1151
fips49011,0.1151
fips49013,0.1151
fips49015,0.1151
fips49017,0.1151
fips49019,0.1151
fips49021,0.1151
fips49023,0.1151
fips49025,0.1151
fips49027,0.1151
fips49029,0.1151
fips49031,0.1151
fips49033,0.1151
fips49035,0.1151
fips49037,0.1151
fips49039,0.1151
fips49041,0.1151
fips49043,0.1151
fips49045,0.1151
fips49047,0.1151
fips49049,0.1151
fips49051,0.1151
fips49053,0.1151
fips49055,0.1151
fips49057,0.1151
fips51001,0.1117
fips53001,0.1208
fips53005,0.1208
fips53007,0.1208
fips53017,0.1208
fips53021,0.1208
fips53025,0.1208
fips53037,0.1208
fips53039,0.1208
fips53043,0.1208
fips53047,0.1208
fips53057,0.1208
fips53071,0.1208
fips53073,0.1208
fips53077,0.1208
fips55001,0.111
fips55033,0.111
fips55053,0.111
fips55057,0.111
fips55067,0.111
fips55081,0.111
fips55085,0.111
fips55097,0.111
fips55137,0.111
fips55141,0.111
fips56001,0.1151
fips56003,0.1151
fips56007,0.1151
fips56009,0.1151
fips56011,0.1151
fips56013,0.1151
fips56015,0.1151
fips56017,0.1151
fips56019,0.1151
fips56021,0.1151
fips56023,0.1151
fips56025,0.1151
fips56027,0.1151
fips56029,0.1151
fips56031,0.1151
fips56033,0.1151
fips56035,0.1151
fips56037,0.1151
fips56039,0.1151
fips56041,0.1151
fips56043,0.1151
fips56045,0.1151
