node,price_import
fips31099,0.0823
fips31101,0.0823
fips31103,0.0823
fips31105,0.0823
fips31107,0.0823
fips31111,0.0823
fips31113,0.0823
fips31115,0.0823
fips31117,0.0823
fips31119,0.0823
fips31121,0.0823
fips31123,0.0823
fips31125,0.0823
fips31127,0.0823
fips31129,0.0823
fips31135,0.0823
fips31137,0.0823
fips31139,0.0823
fips31141,0.0823
fips31143,0.0823
fips31145,0.0823
fips31149,0.0823
fips31151,0.0823
fips31155,0.0823
fips31157,0.0823
fips31159,0.0823
fips31161,0.0823
fips31163,0.0823
fips31165,0.0823
fips31167,0.0823
fips31169,0.0823
fips31175,0.0823
fips31177,0.0823
fips31179,0.0823
fips31181,0.0823
fips31183,0.0823
fips31185,0.0823
fips32001,0.0881
fips32003,0.0881
fips32005,0.0881
fips32007,0.0881
fips32009,0.0881
fips32011,0.0881
fips32013,0.0881
fips32015,0.0881
fips32017,0.0881
fips32019,0.0881
fips32021,0.0881
fips32023,0.0881
fips32027,0.0881
fips32031,0.0881
fips32033,0.0881
fips34001,0.0894
fips34005,0.0894
fips34011,0.0894
fips35001,0.079
fips35003,0.079
fips35005,0.079
fips35007,0.079
fips35009,0.079
fips35011,0.079
fips35013,0.079
fips35015,0.079
fips35017,0.079
fips35019,0.079
fips35023,0.079
fips35025,0.079
fips35027,0.079
fips35029,0.079
fips35035,0.079
fips35037,0.079
fips35039,0.079
fips35041,0.079
fips35043,0.079
fips35045,0.079
fips35047,0.079
fips35049,0.079
fips35051,0.079
fips35053,0.079
fips35055,0.079
fips35057,0.079
fips35059,0.079
fips35061,0.079
fips37163,0.0824
fips38021,0.0823
fips38035,0.0823
fips38043,0.0823
fips38049,0.0823
fips38053,0.0823
fips38073,0.0823
fips38081,0.0823
fips38105,0.0823
fips39085,0.0823
fips40007,0.0823
fips40009,0.0823
fips40015,0.0823
fips40025,0.0823
fips40039,0.0823
fips40045,0.0823
fips40051,0.0823
fips40057,0.0823
fips40059,0.0823
fips40065,0.0823
fips40073,0.0823
fips40093,0.0823
fips40101,0.0823
fips40139,0.0823
fips40141,0.0823
fips40149,0.0823
fips41001,0.0881
fips41003,0.0881
fips41005,0.0881
fips41011,0.0881
fips41013,0.0881
fips41017,0.0881
fips41019,0.0881
fips41021,0.0881
fips41023,0.0881
fips41025,0.0881
fips41027,0.0881
fips41029,0.0881
fips41031,0.0881
fips41033,0.0881
fips41035,0.0881
fips41037,0.0881
fips41039,0.0881
fips41043,0.0881
fips41045,0.0881
fips41047,0.0881
fips41049,0.0881
fips41051,0.0881
fips41053,0.0881
fips41059,0.0881
fips41061,0.0881
fips41063,0.0881
fips41065,0.0881
fips41067,0.0881
fips41069,0.0881
fips41071,0.0881
fips45017,0.0824
fips45075,0.0824
fips45085,0.0824
fips46007,0.0823
fips46027,0.0823
fips46065,0.0823
fips46115,0.0823
fips46119,0.0823
fips46121,0.0823
fips46125,0.0823
fips46135,0.0823
fips48003,0.079
fips48013,0.079
fips48017,0.079
fips48039,0.079
fips48041,0.079
fips48045,0.079
fips48051,0.079
fips48061,0.079
fips48065,0.079
fips48069,0.079
fips48071,0.079
fips48075,0.079
fips48079,0.079
fips48087,0.079
fips48089,0.079
fips48093,0.079
fips48107,0.079
fips48109,0.079
fips48111,0.079
fips48115,0.079
fips48117,0.079
fips48129,0.079
fips48141,0.079
fips48147,0.079
fips48153,0.079
fips48157,0.079
fips48163,0.079
fips48165,0.079
fips48173,0.079
fips48179,0.079
fips48189,0.079
fips48191,0.079
fips48195,0.079
fips48197,0.079
fips48205,0.079
fips48207,0.079
fips48215,0.079
fips48219,0.079
fips48229,0.079
fips48233,0.079
fips48239,0.079
fips48245,0.079
fips48275,0.079
fips48279,0.079
fips48291,0.079
fips48295,0.079
fips48303,0.079
fips48305,0.079
fips48317,0.079
fips48321,0.079
fips48323,0.079
fips48325,0.079
fips48335,0.079
fips48341,0.079
fips48353,0.079
fips48357,0.079
fips48369,0.079
fips48371,0.079
fips48383,0.079
fips48389,0.079
fips48395,0.079
fips48421,0.079
fips48437,0.079
fips48445,0.079
fips48451,0.079
fips48463,0.079
fips48481,0.079
fips48483,0.079
fips48487,0.079
fips48489,0.079
fips48493,0.079
fips48501,0.079
fips48507,0.079
fips49001,0.0844
fips49003,0.0844
fips49005,0.0844
fips49007,0.0844
fips49009,0.0844
fips49011,0.0844
fips49013,0.0844
fips49015,0.0844
fips49017,0.0844
fips49019,0.0844
fips49021,0.0844
fips49023,0.0844
fips49025,0.0844
fips49027,0.0844
fips49029,0.0844
fips49031,0.0844
fips49033,0.0844
fips49035,0.0844
fips49037,0.0844
fips49039,0.0844
fips49041,0.0844
fips49043,0.0844
fips49045,0.0844
fips49047,0.0844
fips49049,0.0844
fips49051,0.0844
fips49053,0.0844
fips49055,0.0844
fips49057,0.0844
fips51001,0.0824
fips53001,0.0881
fips53005,0.0881
fips53007,0.0881
fips53017,0.0881
fips53021,0.0881
fips53025,0.0881
fips53037,0.0881
fips53039,0.0881
fips53043,0.0881
fips53047,0.0881
fips53057,0.0881
fips53071,0.0881
fips53073,0.0881
fips53077,0.0881
fips55001,0.0823
fips55033,0.0823
fips55053,0.0823
fips55057,0.0823
fips55067,0.0823
fips55081,0.0823
fips55085,0.0823
fips55097,0.0823
fips55137,0.0823
fips55141,0.0823
fips56001,0.0844
fips56003,0.0844
fips56007,0.0844
fips56009,0.0844
fips56011,0.0844
fips56013,0.0844
fips56015,0.0844
fips56017,0.0844
fips56019,0.0844
fips56021,0.0844
fips56023,0.0844
fips56025,0.0844
fips56027,0.0844
fips56029,0.0844
fips56031,0.0844
fips56033,0.0844
fips56035,0.0844
fips56037,0.0844
fips56039,0.0844
fips56041,0.0844
fips56043,0.0844
fips56045,0.0844
