node,price_import
fips30093,0.0602
fips30095,0.0602
fips30097,0.0602
fips30099,0.0602
fips30101,0.0602
fips30103,0.0602
fips30105,0.0602
fips30107,0.0602
fips30111,0.0602
fips31001,0.0585
fips31003,0.0585
fips31005,0.0585
fips31007,0.0585
fips31009,0.0585
fips31011,0.0585
fips31013,0.0585
fips31015,0.0585
fips31017,0.0585
fips31019,0.0585
fips31021,0.0585
fips31023,0.0585
fips31027,0.0585
fips31029,0.0585
fips31031,0.0585
fips31033,0.0585
fips31035,0.0585
fips31037,0.0585
fips31039,0.0585
fips31041,0.0585
fips31043,0.0585
fips31045,0.0585
fips31047,0.0585
fips31049,0.0585
fips31051,0.0585
fips31053,0.0585
fips31055,0.0585
fips31057,0.0585
fips31059,0.0585
fips31061,0.0585
fips31063,0.0585
fips31065,0.0585
fips31067,0.0585
fips31069,0.0585
fips31071,0.0585
fips31073,0.0585
fips31077,0.0585
fips31079,0.0585
fips31081,0.0585
fips31083,0.0585
fips31085,0.0585
fips31087,0.0585
fips31089,0.0585
fips31093,0.0585
fips31095,0.0585
fips31097,0.0585
fips31099,0.0585
fips31101,0.0585
fips31103,0.0585
fips31105,0.0585
fips31107,0.0585
fips31111,0.0585
fips31113,0.0585
fips31115,0.0585
fips31117,0.0585
fips31119,0.0585
fips31121,0.0585
fips31123,0.0585
fips31125,0.0585
fips31127,0.0585
fips31129,0.0585
fips31135,0.0585
fips31137,0.0585
fips31139,0.0585
fips31141,0.0585
fips31143,0.0585
fips31145,0.0585
fips31149,0.0585
fips31151,0.0585
fips31155,0.0585
fips31157,0.0585
fips31159,0.0585
fips31161,0.0585
fips31163,0.0585
fips31165,0.0585
fips31167,0.0585
fips31169,0.0585
fips31175,0.0585
fips31177,0.0585
fips31179,0.0585
fips31181,0.0585
fips31183,0.0585
fips31185,0.0585
fips32001,0.0646
fips32003,0.0646
fips32005,0.0646
fips32007,0.0646
fips32009,0.0646
fips32011,0.0646
fips32013,0.0646
fips32015,0.0646
fips32017,0.0646
fips32019,0.0646
fips32021,0.0646
fips32023,0.0646
fips32027,0.0646
fips32031,0.0646
fips32033,0.0646
fips34001,0.0656
fips34005,0.0656
fips34011,0.0656
fips35001,0.056
fips35003,0.056
fips35005,0.056
fips35007,0.056
fips35009,0.056
fips35011,0.056
fips35013,0.056
fips35015,0.056
fips35017,0.056
fips35019,0.056
fips35023,0.056
fips35025,0.056
fips35027,0.056
fips35029,0.056
fips35035,0.056
fips35037,0.056
fips35039,0.056
fips35041,0.056
fips35043,0.056
fips35045,0.056
fips35047,0.056
fips35049,0.056
fips35051,0.056
fips35053,0.056
fips35055,0.056
fips35057,0.056
fips35059,0.056
fips35061,0.056
fips37163,0.059
fips38021,0.0585
fips38035,0.0585
fips38043,0.0585
fips38049,0.0585
fips38053,0.0585
fips38073,0.0585
fips38081,0.0585
fips38105,0.0585
fips39085,0.0585
fips40007,0.0585
fips40009,0.0585
fips40015,0.0585
fips40025,0.0585
fips40039,0.0585
fips40045,0.0585
fips40051,0.0585
fips40057,0.0585
fips40059,0.0585
fips40065,0.0585
fips40073,0.0585
fips40093,0.0585
fips40101,0.0585
fips40139,0.0585
fips40141,0.0585
fips40149,0.0585
fips41001,0.0646
fips41003,0.0646
fips41005,0.0646
fips41011,0.0646
fips41013,0.0646
fips41017,0.0646
fips41019,0.0646
fips41021,0.0646
fips41023,0.0646
fips41025,0.0646
fips41027,0.0646
fips41029,0.0646
fips41031,0.0646
fips41033,0.0646
fips41035,0.0646
fips41037,0.0646
fips41039,0.0646
fips41043,0.0646
fips41045,0.0646
fips41047,0.0646
fips41049,0.0646
fips41051,0.0646
fips41053,0.0646
fips41059,0.0646
fips41061,0.0646
fips41063,0.0646
fips41065,0.0646
fips41067,0.0646
fips41069,0.0646
fips41071,0.0646
fips45017,0.059
fips45075,0.059
fips45085,0.059
fips46007,0.0585
fips46027,0.0585
fips46065,0.0585
fips46115,0.0585
fips46119,0.0585
fips46121,0.0585
fips46125,0.0585
fips46135,0.0585
fips48003,0.056
fips48013,0.056
fips48017,0.056
fips48039,0.056
fips48041,0.056
fips48045,0.056
fips48051,0.056
fips48061,0.056
fips48065,0.056
fips48069,0.056
fips48071,0.056
fips48075,0.056
fips48079,0.056
fips48087,0.056
fips48089,0.056
fips48093,0.056
fips48107,0.056
fips48109,0.056
fips48111,0.056
fips48115,0.056
fips48117,0.056
fips48129,0.056
fips48141,0.056
fips48147,0.056
fips48153,0.056
fips48157,0.056
fips48163,0.056
fips48165,0.056
fips48173,0.056
fips48179,0.056
fips48189,0.056
fips48191,0.056
fips48195,0.056
fips48197,0.056
fips48205,0.056
fips48207,0.056
fips48215,0.056
fips48219,0.056
fips48229,0.056
fips48233,0.056
fips48239,0.056
fips48245,0.056
fips48275,0.056
fips48279,0.056
fips48291,0.056
fips48295,0.056
fips48303,0.056
fips48305,0.056
fips48317,0.056
fips48321,0.056
fips48323,0.056
fips48325,0.056
fips48335,0.056
fips48341,0.056
fips48353,0.056
fips48357,0.056
fips48369,0.056
fips48371,0.056
fips48383,0.056
fips48389,0.056
fips48395,0.056
fips48421,0.056
fips48437,0.056
fips48445,0.056
fips48451,0.056
fips48463,0.056
fips48481,0.056
fips48483,0.056
fips48487,0.056
fips48489,0.056
fips48493,0.056
fips48501,0.056
fips48507,0.056
fips49001,0.0602
fips49003,0.0602
fips49005,0.0602
fips49007,0.0602
fips49009,0.0602
fips49011,0.0602
fips49013,0.0602
fips49015,0.0602
fips49017,0.0602
fips49019,0.0602
fips49021,0.0602
fips49023,0.0602
fips49025,0.0602
fips49027,0.0602
fips49029,0.0602
fips49031,0.0602
fips49033,0.0602
fips49035,0.0602
fips49037,0.0602
fips49039,0.0602
fips49041,0.0602
fips49043,0.0602
fips49045,0.0602
fips49047,0.0602
fips49049,0.0602
fips49051,0.0602
fips49053,0.0602
fips49055,0.0602
fips49057,0.0602
fips51001,0.059
fips53001,0.0646
fips53005,0.0646
fips53007,0.0646
fips53017,0.0646
fips53021,0.0646
fips53025,0.0646
fips53037,0.0646
fips53039,0.0646
fips53043,0.0646
fips53047,0.0646
fips53057,0.0646
fips53071,0.0646
fips53073,0.0646
fips53077,0.0646
fips55001,0.0585
fips55033,0.0585
fips55053,0.0585
fips55057,0.0585
fips55067,0.0585
fips55081,0.0585
fips55085,0.0585
fips55097,0.0585
fips55137,0.0585
fips55141,0.0585
fips56001,0.0602
fips56003,0.0602
fips56007,0.0602
fips56009,0.0602
fips56011,0.0602
fips56013,0.0602
fips56015,0.0602
fips56017,0.0602
fips56019,0.0602
fips56021,0.0602
fips56023,0.0602
fips56025,0.0602
fips56027,0.0602
fips56029,0.0602
fips56031,0.0602
fips56033,0.0602
fips56035,0.0602
fips56037,0.0602
fips56039,0.0602
fips56041,0.0602
fips56043,0.0602
fips56045,0.0602
