node,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,filled_by_mean,neighbors_used
fips01127,0.0,0.0,0.0,2780.5443346906104,14508.538344456232,42062.95426885038,36009.97450783197,24098.737169670876,3117.74615358207,0.0,0.0,0.0,122578.49477908215,False,
fips01129,0.0,64.06932690401663,3539.161053546988,18529.96980635461,25432.19476609444,21055.82052784855,2278.7566903712577,0.0,0.0,0.0,0.0,0.0,70899.97217111987,False,
fips01131,141474.14913089396,90848.57530084632,175072.9051240546,4614.953252538275,94026.17150023149,146287.52625457454,159991.49777182663,3490.6748716857232,7273.120766614841,14850.104122529525,49040.50157548077,14231.273972731973,901201.4536440085,True,"fips01013, fips01025, fips01047, fips01085, fips01091, fips01099"
fips01133,4719.587073826788,4229.10943505754,17556.52974975791,62556.5580284392,106141.9702697252,207232.93579381786,191655.1905865111,214634.39423745545,102989.19107334639,49428.76933896021,16641.03372006623,6318.792729132826,984104.0620360966,False,
fips02013,0.0,0.0,0.0,0.0,10.109534514207331,48.98137804633911,86.94625710782807,53.45984057895042,4.522714667466453,0.0,0.0,0.0,204.01972491479142,False,
fips02016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02020,0.0,0.0,0.0,125.92028573718562,8954.367163745912,30065.54783488952,29149.595705418466,14531.903101791071,1214.9294800417103,0.0,0.0,0.0,84042.26357162387,False,
fips02050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02063,0.0,0.0,0.0,0.0,0.0,0.0,5.6646976111806,10.490698792664261,2.55827132460945,0.017867831213196572,0.0,0.0,18.731535559667506,False,
fips02066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02068,0.0,0.0,0.0,0.0,86.53413004127106,684.2547023468678,1033.191400278463,516.1848447680978,108.9648405608803,7.109933297411164e-05,0.0,0.0,2429.1299890949135,False,
fips02070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02090,0.0,0.0,0.0,284.1642309554154,14061.39591135271,40056.3012598902,29623.566561445594,14610.016622632742,1518.7502318500774,0.0,0.0,0.0,100154.19481812674,False,
fips02100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02110,0.0,0.0,0.0,0.0,3.440804771625835,28.635259213022437,48.12594225645108,63.53993476967344,1.9643582817577676,0.0,0.0,0.0,145.70629929253056,False,
fips02122,0.0,0.0,0.0,0.0,276.49820962507,2038.0743374393348,4807.491219637763,3087.64820049566,336.37413156046733,0.04713280562884542,0.0,0.0,10546.133231563923,False,
fips02130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02164,0.0,0.0,0.0,0.0,8.496766033097344,81.24874645293153,180.5549726018273,108.72295882807217,11.299280453040154,0.0011166422008948018,0.0,0.0,390.32384101116935,False,
fips02170,0.0,0.0,0.0,0.0,2632.4649084473494,12682.341995472754,17757.45186942806,7299.073319743204,865.3634577523917,0.013984044076877922,0.0,0.0,41236.709534887836,False,
fips02180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02230,,,,,,,,,,,,,,False,
fips02240,0.0,0.0,0.0,0.0,1841.1720773355273,5101.993544203337,9686.568107792975,7681.357786105962,1321.0738317239154,4.490815217170138,0.0,0.0,25636.656162378888,False,
fips02275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips02290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
fips04001,582454.0827604395,795507.2748486986,1526281.860976301,2931919.1291777478,8607495.405873148,12495172.720186966,10870903.183824813,7420291.679981863,5972760.872127099,2083440.7626292743,1010617.8604656901,547692.8083394174,54844537.64119147,False,
fips04003,4598396.103334909,5460592.538918842,8400278.351380588,8692168.849644516,30884588.875258815,34495846.439702645,32464464.943368785,27842036.175951704,27041975.923391733,19713855.777639054,11059023.147662584,4556395.475294136,215209622.60154834,False,
fips04005,71547.92240220262,91337.48194500804,169982.50361980358,310750.9177233495,1041850.0146793328,1980195.0009358062,1671439.5799109992,1024232.3446738963,965877.3308517634,415571.44419293647,184887.40539006746,69949.46395398816,7997621.410279153,False,
fips04007,12833.14907927066,18243.71870559873,33379.35055877594,94960.8567040955,312143.9642531248,532859.1732157771,422143.2216295876,226758.02431338932,132919.38039438377,60871.75389974344,23681.594251974417,10366.546506556682,1881160.7335122782,False,
fips04009,1567295.531849707,1736389.1001656463,2903353.8929053624,6663313.236392986,23186440.246018626,30208481.780525405,25898959.878953725,16146555.45189075,10935618.157760989,4068976.210001715,2352207.215629191,1436340.87772864,127103931.57982275,False,
fips04011,541623.8073096788,731326.2216412816,1041543.0196861693,1355370.318700877,2798425.594999334,3365353.1721308366,2976255.976588668,1351208.7731148722,1486806.1431439586,1458207.7043319778,937730.8564496615,479637.6124228584,18523489.200520173,False,
fips04012,15568768.728863023,17342180.56910091,22399343.155947633,30765181.589864075,42406523.221097566,46208332.83078871,38903319.874514125,27198904.53777026,21647136.642725162,26275158.243799422,22403311.387174312,13652764.966338372,324770925.74798363,False,
fips04013,101282179.85628748,119700315.00099298,164751398.55844742,195551827.7224485,283715178.11720234,306853406.8039431,263362432.93275324,190873339.49193487,142024158.85496733,164996665.7545176,177838400.25451908,87244437.64370763,2198193740.9917216,False,
fips04015,951852.4392775302,1024318.7987204734,1380337.7857404533,1739436.696455017,4259388.161595715,5674993.606370046,5828010.980783278,3830440.569744967,2596571.433882571,2413939.6247240007,1360643.976061271,777496.0035571418,31837430.076912466,False,
fips04017,150845.49124886096,227578.65663592983,437146.96658566035,693873.002906448,2220153.3723719744,3875724.907553841,3517010.878691935,2724625.8666749024,2225750.063676965,838145.5883390771,343677.5353873084,149857.86997428347,17404390.200047184,False,
fips04019,2287056.0505446396,2737796.5227373545,5461784.745832362,7704781.022436243,12972026.49841836,13954371.320493797,8974609.234452588,6579611.388751389,9240941.539297711,6659393.173162557,4358732.628056337,2149377.1807014,83080481.30488475,False,
fips04021,30351136.25709041,36449665.21617172,54504020.10323412,68325059.20199107,97403345.12123692,98956813.86934796,73125940.02080923,49757927.1718529,38610727.87578535,46436432.53844222,56554586.6493463,25803672.705679633,676279326.7309879,False,
fips04023,21928307.686838586,8198474.936040379,17210823.782351546,3442726.0769397747,18141458.731344722,20719537.088910688,24225108.88009822,4099194.530828098,3352886.3279977683,7708877.88785946,13186624.475400805,6931031.548606476,149145051.95321655,True,"fips04003, fips04019"
fips04025,613666.4849450076,729441.1515131613,1209858.7218007876,2094518.4542249737,5749461.477988393,11988461.516257271,11406534.217948468,8595193.397837138,7461126.77623481,3303135.6893455507,1276345.1025402707,583248.352921884,55010991.343557715,False,
fips04027,32621964.415829692,38716811.411193945,46264851.79831268,55049341.86192238,71692554.52041383,57232829.69038033,50820936.30039389,45729321.150333524,32059371.917566895,40066693.00234311,46256967.898023956,28218318.961585924,544729962.9283001,False,
fips05001,206276.221580368,199225.0483390916,7476855.156336889,29297760.03811321,68166852.02759027,114920756.5032134,104714402.7350378,60778485.55587816,14241877.050183356,2576187.2162482734,509599.763131305,202058.81320984627,403290336.12886196,False,
fips05003,301355.83892188966,358443.5504168551,3008671.3443394,8188763.144298643,16180437.217978239,25737460.272426605,22680041.37852937,14571960.216337442,5553963.285791427,2390260.9095454216,756998.1445112544,292988.5801806907,100021343.88327724,False,
fips05005,0.0,0.0,0.0,0.0,1161.3905817373643,8488.033598403563,20824.07289840048,20329.19156512944,7698.276667458705,1784.5548942063758,0.0,0.0,60285.520205335924,False,
fips05007,8684.665407920813,5150.822464102147,47025.560485585,85196.13583365224,70549.15249760197,200404.0544614685,316788.3385762386,290211.18398394197,76177.5411758339,75079.95070812904,15687.982359440213,11670.935499751906,1202626.3234536664,False,
fips05009,3802.6712989627563,1335.928731427699,21273.305938077974,54152.12424978046,68524.35599052638,89610.10150627699,93847.6672476111,85658.0125793349,35501.00724339165,30879.463057346875,10232.553092878446,3509.591374625339,498326.78231024055,False,
fips05011,8911361.50904284,4383118.762712892,8233157.670580456,129730.23900188811,2878028.7364232633,13748509.150954885,14420182.726720482,156098.07337578465,128598.36165669734,328917.22047728795,1120013.4102538351,1360944.8911927629,55798660.75239307,True,"fips05003, fips05013, fips05025, fips05043, fips05139"
fips05013,797614.1338711102,71412.09083267316,103641.00988585402,2227844.325364352,49162.123337781406,3730157.2115620044,3564741.023769853,1095779.8469399407,340253.73221135547,280176.28061055223,85976.51265151102,2069581.9925331534,14416340.283570139,True,"fips05011, fips05025, fips05039, fips05103, fips05139"
fips05015,34341.81856305268,31336.835846037167,130799.69803933287,2631.9706983013625,41849.25768631314,139542.75993221984,84339.5723469341,1375.4739745226364,3201.7651238663943,5992.284258952376,26225.408800470515,14922.167805380886,516559.013075384,True,"fips05007, fips05009, fips05087, fips05101, fips29009, fips29209, fips29213"
fips05017,331245.58131502935,436067.123331388,7401417.270889878,21463390.356568098,44601444.52383875,70962980.86056232,64204446.148586266,33595023.64237308,10303565.729138253,3308791.3102932274,843152.2982030734,301687.7869379102,257753212.6320373,False,
fips05019,29.54168602105294,6.904302519040694,46127.68045332609,160723.48912122307,379735.36645950197,663725.8783498295,664566.118662525,385726.3356747469,103981.78143004677,12112.882048282307,506.6153408555459,87.67414970155798,2417330.2676785784,False,
fips05021,556534.7083459952,686194.0125575298,3493469.714749111,32276472.63316609,58658200.51283776,125824129.67224596,103557370.19030571,75126351.34307802,17143388.174568824,4832042.826232165,1237069.9781286255,488114.68909766077,423879338.4553134,False,
fips05023,3482493.6234325715,1663405.7990656283,3430438.4630176276,10564.191945006283,540234.9691692493,5877447.01806763,6779352.282855515,9998.535505885582,10311.264909301117,30591.14581915507,116534.15859357415,407994.485411932,22359365.93779308,True,"fips05045, fips05063, fips05137, fips05141, fips05145"
fips05025,2.6591824311900636,0.15184983606192495,20220.179610064777,77489.5387417415,179130.42028911808,285380.6096158521,294223.5686014686,138248.49358929356,31194.066392234647,3240.8065933564217,88.35267689370646,12.18799052307462,1029231.0351328137,False,
fips05027,0.0,0.0,776.0386335314251,14378.124108808115,26270.076033351943,33510.22416552529,21274.06200733967,745.2509656414621,0.0,0.0,0.0,0.0,96953.7759141979,False,
fips05029,15686.298417237496,19913.491370978896,416438.7876085751,1776770.59318861,3913114.9983311663,5605273.935658559,4346993.310623791,1550536.9027558342,312824.8392612487,130581.25722036499,36026.792739979646,14106.5292841769,18138267.73646052,False,
fips05031,563249.8568569496,645809.5760692842,10408910.547752382,38098194.471969604,70651361.5826416,143711317.3876953,117986438.39233398,74041697.9309082,16077899.48455811,4987291.254901886,1387761.1250460148,547945.323914662,479107876.934648,False,
fips05033,48.586890663427766,21.689993626860087,7733.959493888542,50809.0685081482,87462.42924168704,173512.83567190173,263388.3961009979,209378.64277124405,67262.97946371138,13374.206761419773,370.9692077059299,99.18133611092344,873462.9454411058,False,
fips05035,203641.22982837155,229786.4214889975,5829996.339765976,17458667.54009521,35401383.323503196,68709645.3277595,55677703.635799885,33683337.31373522,7101629.173212558,2413196.3852857947,590546.8550793997,197902.3184534338,227497435.86400756,False,
