node,sprinkler_percentage,drip_percentage,surface_percentage
fips05061,0.10402127659574469,0.0,0.8959787234042552
fips05063,0.154,0.0,0.846
fips05065,0.10402127659574469,0.0,0.8959787234042552
fips05067,0.023,0.0,0.977
fips05069,0.047,0.0,0.953
fips05071,0.0,0.0,1.0
fips05073,0.311,0.0,0.689
fips05075,0.004,0.0,0.996
fips05077,0.142,0.0,0.858
fips05079,0.0,0.0,1.0
fips05081,0.0,0.0,1.0
fips05083,0.10402127659574469,0.0,0.8959787234042552
fips05085,0.001,0.0,0.999
fips05087,0.10402127659574469,0.0,0.8959787234042552
fips05089,0.10402127659574469,0.0,0.8959787234042552
fips05091,0.5,0.0,0.5
fips05093,0.535,0.0,0.465
fips05095,0.001,0.0,0.999
fips05097,0.10402127659574469,0.0,0.8959787234042552
fips05099,0.10402127659574469,0.0,0.8959787234042552
fips05101,0.10402127659574469,0.0,0.8959787234042552
fips05103,0.10402127659574469,0.0,0.8959787234042552
fips05105,0.0,0.0,1.0
fips05107,0.354,0.0,0.646
fips05109,0.10402127659574469,0.0,0.8959787234042552
fips05111,0.056,0.0,0.944
fips05113,0.0,0.0,1.0
fips05115,0.0,0.0,1.0
fips05117,0.005,0.0,0.995
fips05119,0.213,0.0,0.787
fips05121,0.0,0.0,1.0
fips05123,0.228,0.0,0.772
fips05125,0.0,0.0,1.0
fips05127,1.0,0.0,0.0
fips05129,0.10402127659574469,0.0,0.8959787234042552
fips05131,0.0,0.0,1.0
fips05133,0.0,0.0,1.0
fips05135,0.10402127659574469,0.0,0.8959787234042552
fips05137,0.0,0.0,1.0
fips05139,0.10402127659574469,0.0,0.8959787234042552
fips05141,0.10402127659574469,0.0,0.8959787234042552
fips05143,0.0,0.0,1.0
fips05145,0.052,0.0,0.948
fips05147,0.103,0.0,0.897
fips05149,0.10402127659574469,0.0,0.8959787234042552
fips06001,0.037,0.963,0.0
fips06003,0.0,0.0,1.0
fips06005,0.0,0.803,0.197
fips06007,0.611,0.306,0.083
fips06009,0.006,0.957,0.037
fips06011,0.031,0.602,0.366
fips06013,0.236,0.723,0.041
fips06015,0.842,0.158,0.0
fips06017,0.25,0.688,0.062
fips06019,0.055,0.472,0.474
fips06021,0.24,0.462,0.297
fips06023,0.893,0.023,0.084
fips06025,0.027,0.056,0.918
fips06027,0.0,0.0,1.0
fips06029,0.182,0.457,0.361
fips06031,0.031,0.278,0.691
fips06033,0.587,0.362,0.051
fips06035,0.526,0.0,0.474
fips06037,0.984,0.014,0.002
fips06039,0.043,0.621,0.337
fips06041,0.0,1.0,0.0
fips06043,0.0,0.0,1.0
fips06045,0.145,0.81,0.045
fips06047,0.071,0.349,0.58
fips06049,0.652,0.032,0.316
fips06051,0.781,0.0,0.219
fips06053,0.449,0.448,0.103
fips06055,0.041,0.954,0.005
fips06057,0.435,0.188,0.377
fips06059,0.038,0.962,0.0
fips06061,0.534,0.137,0.329
fips06063,0.449,0.016,0.535
fips06065,0.116,0.332,0.553
fips06067,0.1,0.245,0.655
fips06069,0.255,0.732,0.013
fips06071,0.713,0.259,0.028
fips06073,0.338,0.625,0.037
fips06075,0.28933333333333333,0.3931228070175439,0.3175964912280702
fips06077,0.186,0.41,0.404
fips06079,0.118,0.864,0.017
fips06081,0.828,0.172,0.0
fips06083,0.345,0.587,0.068
fips06085,0.307,0.678,0.015
fips06087,0.125,0.874,0.001
fips06089,0.312,0.124,0.564
fips06091,0.544,0.0,0.456
fips06093,0.725,0.072,0.203
fips06095,0.025,0.035,0.941
fips06097,0.201,0.778,0.021
fips06099,0.1,0.453,0.447
fips06101,0.088,0.279,0.633
fips06103,0.428,0.288,0.284
fips06105,0.966,0.034,0.0
fips06107,0.087,0.422,0.491
fips06109,0.0,0.028,0.972
fips06111,0.235,0.714,0.052
fips06113,0.07,0.251,0.679
fips06115,0.104,0.311,0.585
fips08001,0.756,0.0,0.244
fips08003,0.594,0.0,0.406
fips08005,0.815,0.0,0.185
fips08007,0.048,0.0,0.952
fips08009,0.876,0.0,0.124
fips08011,0.149,0.0,0.851
fips08013,0.147,0.0,0.853
fips08014,0.0,0.0,1.0
fips08015,0.286,0.0,0.714
fips08017,0.815,0.0,0.185
fips08019,0.33199999999999996,0.0009180327868852459,0.6670655737704918
fips08021,0.336,0.0,0.664
fips08023,0.634,0.0,0.366
fips08025,0.091,0.003,0.906
fips08027,0.008,0.0,0.992
fips08029,0.092,0.001,0.907
fips08031,0.607,0.0,0.393
fips08033,0.319,0.0,0.681
fips08035,0.258,0.0,0.742
fips08037,0.253,0.0,0.747
fips08039,0.554,0.0,0.446
fips08041,0.484,0.0,0.516
fips08043,0.075,0.005,0.919
fips08045,0.171,0.0,0.829
fips08047,0.33199999999999996,0.0009180327868852459,0.6670655737704918
fips08049,0.017,0.0,0.983
fips08051,0.009,0.0,0.991
fips08053,0.0,0.0,1.0
fips08055,0.065,0.0,0.935
fips08057,0.0,0.0,1.0
fips08059,0.367,0.0,0.633
fips08061,0.377,0.0,0.623
fips08063,0.905,0.0,0.095
fips08065,0.009,0.0,0.991
fips08067,0.183,0.0,0.817
fips08069,0.381,0.0,0.619
fips08071,0.002,0.0,0.998
fips08073,0.682,0.0,0.318
fips08075,0.803,0.0,0.197
fips08077,0.115,0.0,0.885
fips08079,0.034,0.0,0.966
fips08081,0.205,0.0,0.795
fips08083,0.264,0.0,0.736
fips08085,0.065,0.0,0.935
fips08087,0.798,0.0,0.202
fips08089,0.084,0.039,0.877
fips08091,0.005,0.0,0.995
fips08093,0.0,0.0,1.0
fips08095,0.974,0.0,0.026
fips08097,0.369,0.0,0.631
fips08099,0.365,0.0,0.635
fips08101,0.149,0.006,0.845
fips08103,0.069,0.002,0.929
fips08105,0.659,0.0,0.341
fips08107,0.046,0.0,0.954
fips08109,0.494,0.0,0.506
fips08111,0.33199999999999996,0.0009180327868852459,0.6670655737704918
fips08113,0.061,0.0,0.939
fips08115,0.831,0.0,0.169
fips08117,0.074,0.0,0.926
fips08119,0.0,0.0,1.0
fips08121,0.871,0.0,0.129
fips08123,0.567,0.0,0.433
fips08125,0.985,0.0,0.015
fips09110,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09120,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09130,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09140,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09150,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09160,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09170,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09180,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips09190,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips10001,0.992,0.008,0.0
fips10003,0.993,0.007,0.0
fips10005,0.991,0.009,0.0
fips11001,0.7307866582466827,0.0905336902122609,0.17867862726788095
fips12001,0.814,0.183,0.003
fips12003,0.7,0.3,0.0
fips12005,0.965,0.035,0.0
fips12007,0.87,0.13,0.0
fips12009,0.185,0.191,0.624
fips12011,0.761,0.237,0.002
fips12013,0.967,0.033,0.0
fips12015,0.035,0.587,0.378
fips12017,0.802,0.18,0.019
fips12019,0.661,0.264,0.074
fips12021,0.144,0.38,0.476
fips12023,0.976,0.024,0.0
fips12027,0.024,0.774,0.202
fips12029,1.0,0.0,0.0
fips12031,0.716,0.284,0.0
fips12033,0.993,0.007,0.0
fips12035,0.314,0.057,0.629
fips12037,1.0,0.0,0.0
fips12039,0.647,0.353,0.0
fips12041,0.916,0.084,0.0
fips12043,0.028,0.141,0.832
fips12045,1.0,0.0,0.0
fips12047,0.85,0.15,0.0
fips12049,0.09,0.79,0.12
fips12051,0.01,0.32,0.67
fips12053,0.601,0.399,0.0
fips12055,0.062,0.896,0.042
fips12057,0.148,0.723,0.129
fips12059,0.941,0.059,0.0
fips12061,0.058,0.648,0.293
fips12063,0.91,0.09,0.0
fips12065,0.818,0.182,0.0
fips12067,0.936,0.064,0.0
fips12069,0.264,0.736,0.0
fips12071,0.383,0.434,0.184
fips12073,0.681,0.319,0.0
fips12075,0.825,0.143,0.032
fips12077,0.5,0.5,0.0
fips12079,0.966,0.034,0.0
fips12081,0.134,0.636,0.229
fips12083,0.812,0.168,0.021
fips12085,0.34,0.213,0.447
fips12086,0.851,0.145,0.004
fips12087,0.667,0.333,0.0
fips12089,0.844,0.156,0.0
fips12091,0.944,0.056,0.0
fips12093,0.199,0.29,0.512
fips12095,0.555,0.445,0.0
fips12097,0.251,0.451,0.298
fips12099,0.129,0.024,0.847
fips12101,0.38,0.545,0.076
fips12103,1.0,0.0,0.0
fips12105,0.048,0.946,0.006
fips12107,0.288,0.107,0.604
fips12109,0.08,0.013,0.907
fips12111,0.192,0.507,0.301
fips12113,0.455,0.527,0.018
fips12115,0.439,0.228,0.333
fips12117,0.781,0.219,0.0
fips12119,0.804,0.196,0.0
fips12121,0.925,0.075,0.0
fips12123,1.0,0.0,0.0
fips12125,0.625,0.375,0.0
fips12127,0.147,0.853,0.0
fips12129,0.529,0.471,0.0
fips12131,0.758,0.242,0.0
fips12133,0.913,0.087,0.0
fips13001,0.922,0.078,0.0
fips13003,0.955,0.045,0.0
fips13005,0.79,0.21,0.0
fips13007,0.994,0.006,0.0
fips13009,0.9515702479338843,0.0484297520661157,0.0
fips13011,0.9515702479338843,0.0484297520661157,0.0
fips13013,0.9515702479338843,0.0484297520661157,0.0
fips13015,1.0,0.0,0.0
fips13017,0.977,0.023,0.0
fips13019,0.93,0.07,0.0
fips13021,1.0,0.0,0.0
fips13023,0.996,0.004,0.0
fips13025,0.72,0.28,0.0
fips13027,0.954,0.046,0.0
fips13029,0.9515702479338843,0.0484297520661157,0.0
fips13031,0.987,0.013,0.0
fips13033,0.988,0.012,0.0
fips13035,1.0,0.0,0.0
fips13037,0.991,0.009,0.0
fips13039,0.9515702479338843,0.0484297520661157,0.0
fips13043,0.94,0.06,0.0
fips13045,0.9515702479338843,0.0484297520661157,0.0
fips13047,1.0,0.0,0.0
fips13049,0.9515702479338843,0.0484297520661157,0.0
fips13051,1.0,0.0,0.0
fips13053,0.9515702479338843,0.0484297520661157,0.0
fips13055,0.9515702479338843,0.0484297520661157,0.0
fips13057,1.0,0.0,0.0
fips13059,1.0,0.0,0.0
fips13061,1.0,0.0,0.0
fips13063,0.9515702479338843,0.0484297520661157,0.0
fips13065,0.106,0.894,0.0
fips13067,1.0,0.0,0.0
fips13069,0.986,0.014,0.0
fips13071,0.948,0.052,0.0
fips13073,1.0,0.0,0.0
fips13075,0.897,0.103,0.0
fips13077,1.0,0.0,0.0
fips13079,0.485,0.515,0.0
fips13081,0.957,0.043,0.0
fips13083,0.9515702479338843,0.0484297520661157,0.0
fips13085,0.9515702479338843,0.0484297520661157,0.0
fips13087,0.969,0.031,0.0
fips13089,0.9515702479338843,0.0484297520661157,0.0
fips13091,1.0,0.0,0.0
fips13093,0.983,0.017,0.0
fips13095,0.875,0.125,0.0
fips13097,0.9515702479338843,0.0484297520661157,0.0
fips13099,0.988,0.012,0.0
fips13101,0.812,0.188,0.0
fips13103,1.0,0.0,0.0
fips13105,1.0,0.0,0.0
fips13107,0.998,0.002,0.0
fips13109,0.961,0.039,0.0
fips13111,1.0,0.0,0.0
fips13113,1.0,0.0,0.0
fips13115,1.0,0.0,0.0
fips13117,1.0,0.0,0.0
fips13119,1.0,0.0,0.0
fips13121,1.0,0.0,0.0
fips13123,0.9515702479338843,0.0484297520661157,0.0
fips13125,1.0,0.0,0.0
fips13127,0.9515702479338843,0.0484297520661157,0.0
fips13129,1.0,0.0,0.0
fips13131,0.926,0.074,0.0
fips13133,1.0,0.0,0.0
fips13135,1.0,0.0,0.0
fips13137,1.0,0.0,0.0
fips13139,1.0,0.0,0.0
fips13141,1.0,0.0,0.0
fips13143,0.9515702479338843,0.0484297520661157,0.0
fips13145,0.9515702479338843,0.0484297520661157,0.0
fips13147,1.0,0.0,0.0
fips13149,0.9515702479338843,0.0484297520661157,0.0
fips13151,1.0,0.0,0.0
fips13153,0.917,0.083,0.0
fips13155,0.972,0.028,0.0
fips13157,1.0,0.0,0.0
fips13159,1.0,0.0,0.0
fips13161,0.998,0.002,0.0
fips13163,0.979,0.021,0.0
fips13165,0.993,0.007,0.0
fips13167,1.0,0.0,0.0
fips13169,0.9515702479338843,0.0484297520661157,0.0
fips13171,1.0,0.0,0.0
fips13173,0.726,0.274,0.0
fips13175,0.996,0.004,0.0
fips13177,0.98,0.02,0.0
fips13179,0.9515702479338843,0.0484297520661157,0.0
fips13181,0.9515702479338843,0.0484297520661157,0.0
fips13183,0.978,0.022,0.0
fips13185,0.812,0.188,0.0
fips13187,1.0,0.0,0.0
fips13189,0.021,0.979,0.0
fips13191,0.9515702479338843,0.0484297520661157,0.0
fips13193,0.975,0.025,0.0
fips13195,0.9515702479338843,0.0484297520661157,0.0
fips13197,1.0,0.0,0.0
fips13199,1.0,0.0,0.0
fips13201,0.999,0.001,0.0
fips13205,0.929,0.071,0.0
fips13207,1.0,0.0,0.0
fips13209,0.965,0.035,0.0
fips13211,1.0,0.0,0.0
fips13213,1.0,0.0,0.0
fips13215,0.9515702479338843,0.0484297520661157,0.0
fips13217,1.0,0.0,0.0
fips13219,1.0,0.0,0.0
fips13221,1.0,0.0,0.0
fips13223,1.0,0.0,0.0
fips13225,0.85,0.15,0.0
fips13227,0.9515702479338843,0.0484297520661157,0.0
fips13229,0.972,0.028,0.0
fips13231,1.0,0.0,0.0
fips13233,0.9515702479338843,0.0484297520661157,0.0
fips13235,0.992,0.008,0.0
fips13237,1.0,0.0,0.0
fips13239,1.0,0.0,0.0
fips13241,1.0,0.0,0.0
fips13243,0.995,0.005,0.0
fips13245,1.0,0.0,0.0
fips13247,0.9515702479338843,0.0484297520661157,0.0
fips13249,0.92,0.08,0.0
fips13251,0.968,0.032,0.0
fips13253,0.99,0.01,0.0
fips13255,1.0,0.0,0.0
fips13257,0.9515702479338843,0.0484297520661157,0.0
fips13259,0.985,0.015,0.0
fips13261,0.991,0.009,0.0
fips13263,0.9515702479338843,0.0484297520661157,0.0
fips13265,0.9515702479338843,0.0484297520661157,0.0
fips13267,0.922,0.078,0.0
fips13269,1.0,0.0,0.0
fips13271,0.971,0.029,0.0
fips13273,0.992,0.008,0.0
fips13275,0.925,0.075,0.0
fips13277,0.942,0.058,0.0
fips13279,0.96,0.04,0.0
fips13281,0.9515702479338843,0.0484297520661157,0.0
fips13283,0.984,0.016,0.0
fips13285,0.9515702479338843,0.0484297520661157,0.0
fips13287,0.973,0.027,0.0
fips13289,1.0,0.0,0.0
fips13291,0.9515702479338843,0.0484297520661157,0.0
fips13293,1.0,0.0,0.0
fips13295,0.9515702479338843,0.0484297520661157,0.0
fips13297,1.0,0.0,0.0
fips13299,0.787,0.213,0.0
fips13301,0.9515702479338843,0.0484297520661157,0.0
fips13303,0.838,0.162,0.0
fips13305,0.989,0.011,0.0
fips13307,0.977,0.023,0.0
fips13309,1.0,0.0,0.0
fips13311,0.9515702479338843,0.0484297520661157,0.0
fips13313,0.9515702479338843,0.0484297520661157,0.0
fips13315,0.955,0.045,0.0
fips13317,1.0,0.0,0.0
fips13319,1.0,0.0,0.0
fips13321,0.987,0.013,0.0
fips15001,0.069,0.931,0.0
fips15003,0.194,0.806,0.0
fips15005,0.09625,0.90375,0.0
fips15007,0.077,0.923,0.0
fips15009,0.045,0.955,0.0
fips16001,0.35,0.0,0.65
fips16003,0.29,0.0,0.71
fips16005,0.71,0.0,0.29
fips16007,0.57,0.0,0.43
fips16009,0.44,0.0,0.56
fips16011,0.9,0.0,0.1
fips16013,0.62,0.0,0.38
fips16015,0.482,0.0,0.518
fips16017,0.431,0.0,0.569
fips16019,0.85,0.0,0.15
fips16021,0.37,0.0,0.63
fips16023,0.71,0.0,0.29
fips16025,0.6,0.0,0.4
fips16027,0.34,0.01,0.65
fips16029,0.69,0.0,0.31
fips16031,0.76,0.0,0.24
fips16033,0.66,0.0,0.34
fips16035,0.58,0.0,0.42
fips16037,0.45,0.0,0.55
fips16039,0.9,0.0,0.1
fips16041,0.8,0.0,0.2
fips16043,0.81,0.0,0.19
fips16045,0.1,0.0,0.9
fips16047,0.6,0.0,0.4
fips16049,0.49,0.0,0.51
fips16051,0.6,0.0,0.4
fips16053,0.8,0.0,0.2
fips16055,0.8,0.0,0.2
fips16057,0.36,0.0,0.64
fips16059,0.41,0.0,0.59
fips16061,0.58,0.0,0.42
fips16063,0.6,0.0,0.4
fips16065,0.84,0.0,0.16
fips16067,0.83,0.0,0.17
fips16069,0.52,0.0,0.48
fips16071,0.68,0.0,0.32
fips16073,0.56,0.0,0.44
fips16075,0.14,0.01,0.85
fips16077,0.96,0.0,0.04
fips16079,1.0,0.0,0.0
fips16081,0.75,0.0,0.25
fips16083,0.5,0.0,0.5
fips16085,0.249,0.0,0.751
fips16087,0.39,0.01,0.6
fips17001,1.0,0.0,0.0
fips17003,1.0,0.0,0.0
fips17005,1.0,0.0,0.0
fips17007,1.0,0.0,0.0
fips17009,1.0,0.0,0.0
fips17011,1.0,0.0,0.0
fips17013,1.0,0.0,0.0
fips17015,1.0,0.0,0.0
fips17017,1.0,0.0,0.0
fips17019,1.0,0.0,0.0
fips17021,1.0,0.0,0.0
fips17023,1.0,0.0,0.0
fips17025,1.0,0.0,0.0
fips17027,1.0,0.0,0.0
fips17029,1.0,0.0,0.0
fips17031,1.0,0.0,0.0
fips17033,1.0,0.0,0.0
fips17035,1.0,0.0,0.0
fips17037,1.0,0.0,0.0
fips17039,1.0,0.0,0.0
fips17041,1.0,0.0,0.0
fips17043,1.0,0.0,0.0
fips17045,1.0,0.0,0.0
fips17047,1.0,0.0,0.0
fips17049,1.0,0.0,0.0
fips17051,1.0,0.0,0.0
fips17053,1.0,0.0,0.0
fips17055,1.0,0.0,0.0
fips17057,1.0,0.0,0.0
fips17059,1.0,0.0,0.0
fips17061,1.0,0.0,0.0
fips17063,1.0,0.0,0.0
fips17065,1.0,0.0,0.0
fips17067,1.0,0.0,0.0
fips17069,1.0,0.0,0.0
fips17071,1.0,0.0,0.0
fips17073,1.0,0.0,0.0
fips17075,1.0,0.0,0.0
fips17077,1.0,0.0,0.0
fips17079,1.0,0.0,0.0
fips17081,1.0,0.0,0.0
fips17083,1.0,0.0,0.0
fips17085,1.0,0.0,0.0
fips17087,1.0,0.0,0.0
fips17089,1.0,0.0,0.0
fips17091,1.0,0.0,0.0
fips17093,1.0,0.0,0.0
fips17095,1.0,0.0,0.0
fips17097,1.0,0.0,0.0
fips17099,1.0,0.0,0.0
fips17101,1.0,0.0,0.0
fips17103,1.0,0.0,0.0
fips17105,1.0,0.0,0.0
fips17107,1.0,0.0,0.0
fips17109,1.0,0.0,0.0
fips17111,1.0,0.0,0.0
fips17113,1.0,0.0,0.0
fips17115,1.0,0.0,0.0
fips17117,1.0,0.0,0.0
fips17119,1.0,0.0,0.0
fips17121,1.0,0.0,0.0
fips17123,1.0,0.0,0.0
fips17125,1.0,0.0,0.0
fips17127,1.0,0.0,0.0
fips17129,1.0,0.0,0.0
fips17131,1.0,0.0,0.0
fips17133,1.0,0.0,0.0
fips17135,1.0,0.0,0.0
fips17137,1.0,0.0,0.0
fips17139,1.0,0.0,0.0
fips17141,1.0,0.0,0.0
fips17143,1.0,0.0,0.0
fips17145,1.0,0.0,0.0
fips17147,1.0,0.0,0.0
fips17149,1.0,0.0,0.0
fips17151,1.0,0.0,0.0
fips17153,1.0,0.0,0.0
fips17155,1.0,0.0,0.0
fips17157,1.0,0.0,0.0
fips17159,1.0,0.0,0.0
fips17161,1.0,0.0,0.0
fips17163,1.0,0.0,0.0
fips17165,1.0,0.0,0.0
fips17167,1.0,0.0,0.0
fips17169,1.0,0.0,0.0
fips17171,1.0,0.0,0.0
fips17173,1.0,0.0,0.0
fips17175,1.0,0.0,0.0
fips17177,1.0,0.0,0.0
fips17179,1.0,0.0,0.0
fips17181,1.0,0.0,0.0
fips17183,1.0,0.0,0.0
fips17185,1.0,0.0,0.0
fips17187,1.0,0.0,0.0
fips17189,1.0,0.0,0.0
fips17191,1.0,0.0,0.0
fips17193,1.0,0.0,0.0
fips17195,1.0,0.0,0.0
fips17197,1.0,0.0,0.0
fips17199,1.0,0.0,0.0
fips17201,1.0,0.0,0.0
fips17203,1.0,0.0,0.0
fips18001,1.0,0.0,0.0
fips18003,1.0,0.0,0.0
fips18005,1.0,0.0,0.0
fips18007,1.0,0.0,0.0
fips18009,1.0,0.0,0.0
fips18011,1.0,0.0,0.0
fips18013,1.0,0.0,0.0
fips18015,1.0,0.0,0.0
fips18017,1.0,0.0,0.0
fips18019,1.0,0.0,0.0
fips18021,1.0,0.0,0.0
fips18023,1.0,0.0,0.0
fips18025,1.0,0.0,0.0
fips18027,1.0,0.0,0.0
fips18029,1.0,0.0,0.0
fips18031,1.0,0.0,0.0
fips18033,1.0,0.0,0.0
fips18035,1.0,0.0,0.0
fips18037,1.0,0.0,0.0
fips18039,1.0,0.0,0.0
fips18041,1.0,0.0,0.0
fips18043,1.0,0.0,0.0
fips18045,1.0,0.0,0.0
fips18047,1.0,0.0,0.0
fips18049,1.0,0.0,0.0
fips18051,1.0,0.0,0.0
fips18053,1.0,0.0,0.0
fips18055,1.0,0.0,0.0
fips18057,1.0,0.0,0.0
fips18059,1.0,0.0,0.0
fips18061,1.0,0.0,0.0
fips18063,1.0,0.0,0.0
fips18065,1.0,0.0,0.0
fips18067,1.0,0.0,0.0
fips18069,1.0,0.0,0.0
fips18071,1.0,0.0,0.0
fips18073,1.0,0.0,0.0
fips18075,1.0,0.0,0.0
fips18077,1.0,0.0,0.0
fips18079,1.0,0.0,0.0
fips18081,1.0,0.0,0.0
fips18083,1.0,0.0,0.0
fips18085,1.0,0.0,0.0
fips18087,1.0,0.0,0.0
fips18089,1.0,0.0,0.0
fips18091,1.0,0.0,0.0
fips18093,1.0,0.0,0.0
fips18095,1.0,0.0,0.0
fips18097,1.0,0.0,0.0
fips18099,1.0,0.0,0.0
fips18101,1.0,0.0,0.0
fips18103,1.0,0.0,0.0
fips18105,1.0,0.0,0.0
fips18107,1.0,0.0,0.0
