Date,Week,Month,Year,Region,Diesel Price
01/11/2016,2,1,2016,Rocky Mountains,2.134
01/11/2016,2,1,2016,West Coast,2.426
01/11/2016,2,1,2016,California,2.562
01/11/2016,2,1,2016,West Coast exc California,2.258
01/18/2016,3,1,2016,US,2.112
01/18/2016,3,1,2016,East Coast,2.174
01/18/2016,3,1,2016,New England,2.277
01/18/2016,3,1,2016,Central Atlantic,2.305
01/18/2016,3,1,2016,Lower Atlantic,2.054
01/18/2016,3,1,2016,Midwest,2.023
01/18/2016,3,1,2016,Gulf Coast,2.014
01/18/2016,3,1,2016,Rocky Mountains,2.078
01/18/2016,3,1,2016,West Coast,2.359
01/18/2016,3,1,2016,California,2.489
01/18/2016,3,1,2016,West Coast exc California,2.198
01/25/2016,4,1,2016,US,2.071
01/25/2016,4,1,2016,East Coast,2.140
01/25/2016,4,1,2016,New England,2.240
01/25/2016,4,1,2016,Central Atlantic,2.264
01/25/2016,4,1,2016,Lower Atlantic,2.025
01/25/2016,4,1,2016,Midwest,1.987
01/25/2016,4,1,2016,Gulf Coast,1.957
01/25/2016,4,1,2016,Rocky Mountains,2.015
01/25/2016,4,1,2016,West Coast,2.325
01/25/2016,4,1,2016,California,2.459
01/25/2016,4,1,2016,West Coast exc California,2.160
02/01/2016,5,1,2016,US,2.031
02/01/2016,5,1,2016,East Coast,2.111
02/01/2016,5,1,2016,New England,2.219
02/01/2016,5,1,2016,Central Atlantic,2.239
02/01/2016,5,1,2016,Lower Atlantic,1.992
02/01/2016,5,1,2016,Midwest,1.941
02/01/2016,5,1,2016,Gulf Coast,1.917
02/01/2016,5,1,2016,Rocky Mountains,1.969
02/01/2016,5,1,2016,West Coast,2.273
02/01/2016,5,1,2016,California,2.399
02/01/2016,5,1,2016,West Coast exc California,2.117
02/08/2016,6,2,2016,US,2.008
02/08/2016,6,2,2016,East Coast,2.087
02/08/2016,6,2,2016,New England,2.201
02/08/2016,6,2,2016,Central Atlantic,2.224
02/08/2016,6,2,2016,Lower Atlantic,1.959
02/08/2016,6,2,2016,Midwest,1.929
02/08/2016,6,2,2016,Gulf Coast,1.896
02/08/2016,6,2,2016,Rocky Mountains,1.914
02/08/2016,6,2,2016,West Coast,2.236
02/08/2016,6,2,2016,California,2.369
02/08/2016,6,2,2016,West Coast exc California,2.073
02/15/2016,7,2,2016,US,1.980
02/15/2016,7,2,2016,East Coast,2.069
02/15/2016,7,2,2016,New England,2.183
02/15/2016,7,2,2016,Central Atlantic,2.197
02/15/2016,7,2,2016,Lower Atlantic,1.947
02/15/2016,7,2,2016,Midwest,1.908
02/15/2016,7,2,2016,Gulf Coast,1.858
02/15/2016,7,2,2016,Rocky Mountains,1.866
02/15/2016,7,2,2016,West Coast,2.194
02/15/2016,7,2,2016,California,2.316
02/15/2016,7,2,2016,West Coast exc California,2.043
02/22/2016,8,2,2016,US,1.983
02/22/2016,8,2,2016,East Coast,2.059
02/22/2016,8,2,2016,New England,2.160
02/22/2016,8,2,2016,Central Atlantic,2.184
02/22/2016,8,2,2016,Lower Atlantic,1.944
02/22/2016,8,2,2016,Midwest,1.921
02/22/2016,8,2,2016,Gulf Coast,1.873
02/22/2016,8,2,2016,Rocky Mountains,1.861
02/22/2016,8,2,2016,West Coast,2.181
02/22/2016,8,2,2016,California,2.288
02/22/2016,8,2,2016,West Coast exc California,2.050
02/29/2016,9,2,2016,US,1.989
02/29/2016,9,2,2016,East Coast,2.054
02/29/2016,9,2,2016,New England,2.154
02/29/2016,9,2,2016,Central Atlantic,2.171
02/29/2016,9,2,2016,Lower Atlantic,1.945
02/29/2016,9,2,2016,Midwest,1.937
02/29/2016,9,2,2016,Gulf Coast,1.874
02/29/2016,9,2,2016,Rocky Mountains,1.881
02/29/2016,9,2,2016,West Coast,2.191
02/29/2016,9,2,2016,California,2.302
02/29/2016,9,2,2016,West Coast exc California,2.054
03/07/2016,10,3,2016,US,2.021
03/07/2016,10,3,2016,East Coast,2.077
03/07/2016,10,3,2016,New England,2.147
03/07/2016,10,3,2016,Central Atlantic,2.188
03/07/2016,10,3,2016,Lower Atlantic,1.979
03/07/2016,10,3,2016,Midwest,1.983
03/07/2016,10,3,2016,Gulf Coast,1.907
03/07/2016,10,3,2016,Rocky Mountains,1.927
03/07/2016,10,3,2016,West Coast,2.219
03/07/2016,10,3,2016,California,2.316
03/07/2016,10,3,2016,West Coast exc California,2.097
03/14/2016,11,3,2016,US,2.099
03/14/2016,11,3,2016,East Coast,2.153
03/14/2016,11,3,2016,New England,2.204
03/14/2016,11,3,2016,Central Atlantic,2.249
03/14/2016,11,3,2016,Lower Atlantic,2.070
03/14/2016,11,3,2016,Midwest,2.065
03/14/2016,11,3,2016,Gulf Coast,1.990
03/14/2016,11,3,2016,Rocky Mountains,1.999
03/14/2016,11,3,2016,West Coast,2.285
03/14/2016,11,3,2016,California,2.390
03/14/2016,11,3,2016,West Coast exc California,2.153
03/21/2016,12,3,2016,US,2.119
03/21/2016,12,3,2016,East Coast,2.172
03/21/2016,12,3,2016,New England,2.228
03/21/2016,12,3,2016,Central Atlantic,2.280
03/21/2016,12,3,2016,Lower Atlantic,2.079
03/21/2016,12,3,2016,Midwest,2.090
03/21/2016,12,3,2016,Gulf Coast,1.991
03/21/2016,12,3,2016,Rocky Mountains,2.056
03/21/2016,12,3,2016,West Coast,2.311
03/21/2016,12,3,2016,California,2.418
03/21/2016,12,3,2016,West Coast exc California,2.179
03/28/2016,13,3,2016,US,2.121
03/28/2016,13,3,2016,East Coast,2.179
03/28/2016,13,3,2016,New England,2.241
03/28/2016,13,3,2016,Central Atlantic,2.292
03/28/2016,13,3,2016,Lower Atlantic,2.081
03/28/2016,13,3,2016,Midwest,2.077
03/28/2016,13,3,2016,Gulf Coast,2.001
03/28/2016,13,3,2016,Rocky Mountains,2.094
03/28/2016,13,3,2016,West Coast,2.315
03/28/2016,13,3,2016,California,2.425
03/28/2016,13,3,2016,West Coast exc California,2.177
04/04/2016,14,4,2016,US,2.115
04/04/2016,14,4,2016,East Coast,2.179
04/04/2016,14,4,2016,New England,2.243
04/04/2016,14,4,2016,Central Atlantic,2.296
04/04/2016,14,4,2016,Lower Atlantic,2.077
04/04/2016,14,4,2016,Midwest,2.065
04/04/2016,14,4,2016,Gulf Coast,1.983
04/04/2016,14,4,2016,Rocky Mountains,2.123
04/04/2016,14,4,2016,West Coast,2.317
04/04/2016,14,4,2016,California,2.426
04/04/2016,14,4,2016,West Coast exc California,2.179
04/11/2016,15,4,2016,US,2.128
04/11/2016,15,4,2016,East Coast,2.187
04/11/2016,15,4,2016,New England,2.237
04/11/2016,15,4,2016,Central Atlantic,2.301
04/11/2016,15,4,2016,Lower Atlantic,2.090
04/11/2016,15,4,2016,Midwest,2.082
04/11/2016,15,4,2016,Gulf Coast,1.992
04/11/2016,15,4,2016,Rocky Mountains,2.142
04/11/2016,15,4,2016,West Coast,2.332
04/11/2016,15,4,2016,California,2.437
04/11/2016,15,4,2016,West Coast exc California,2.200
04/18/2016,16,4,2016,US,2.165
04/18/2016,16,4,2016,East Coast,2.220
04/18/2016,16,4,2016,New England,2.287
04/18/2016,16,4,2016,Central Atlantic,2.325
04/18/2016,16,4,2016,Lower Atlantic,2.126
04/18/2016,16,4,2016,Midwest,2.112
04/18/2016,16,4,2016,Gulf Coast,2.046
04/18/2016,16,4,2016,Rocky Mountains,2.171
04/18/2016,16,4,2016,West Coast,2.371
04/18/2016,16,4,2016,California,2.466
04/18/2016,16,4,2016,West Coast exc California,2.251
04/25/2016,17,4,2016,US,2.198
04/25/2016,17,4,2016,East Coast,2.244
04/25/2016,17,4,2016,New England,2.291
04/25/2016,17,4,2016,Central Atlantic,2.343
04/25/2016,17,4,2016,Lower Atlantic,2.159
04/25/2016,17,4,2016,Midwest,2.156
04/25/2016,17,4,2016,Gulf Coast,2.074
04/25/2016,17,4,2016,Rocky Mountains,2.202
04/25/2016,17,4,2016,West Coast,2.406
04/25/2016,17,4,2016,California,2.505
04/25/2016,17,4,2016,West Coast exc California,2.282
05/02/2016,18,4,2016,US,2.266
05/02/2016,18,4,2016,East Coast,2.306
05/02/2016,18,4,2016,New England,2.334
05/02/2016,18,4,2016,Central Atlantic,2.396
05/02/2016,18,4,2016,Lower Atlantic,2.232
05/02/2016,18,4,2016,Midwest,2.232
05/02/2016,18,4,2016,Gulf Coast,2.137
05/02/2016,18,4,2016,Rocky Mountains,2.255
05/02/2016,18,4,2016,West Coast,2.481
05/02/2016,18,4,2016,California,2.579
05/02/2016,18,4,2016,West Coast exc California,2.357
05/09/2016,19,5,2016,US,2.271
05/09/2016,19,5,2016,East Coast,2.309
05/09/2016,19,5,2016,New England,2.339
05/09/2016,19,5,2016,Central Atlantic,2.402
05/09/2016,19,5,2016,Lower Atlantic,2.232
05/09/2016,19,5,2016,Midwest,2.241
05/09/2016,19,5,2016,Gulf Coast,2.131
05/09/2016,19,5,2016,Rocky Mountains,2.277
05/09/2016,19,5,2016,West Coast,2.493
05/09/2016,19,5,2016,California,2.594
05/09/2016,19,5,2016,West Coast exc California,2.368
05/16/2016,20,5,2016,US,2.297
05/16/2016,20,5,2016,East Coast,2.321
05/16/2016,20,5,2016,New England,2.348
05/16/2016,20,5,2016,Central Atlantic,2.410
05/16/2016,20,5,2016,Lower Atlantic,2.248
05/16/2016,20,5,2016,Midwest,2.271
05/16/2016,20,5,2016,Gulf Coast,2.157
05/16/2016,20,5,2016,Rocky Mountains,2.324
05/16/2016,20,5,2016,West Coast,2.530
05/16/2016,20,5,2016,California,2.615
05/16/2016,20,5,2016,West Coast exc California,2.425
05/23/2016,21,5,2016,US,2.357
05/23/2016,21,5,2016,East Coast,2.379
05/23/2016,21,5,2016,New England,2.411
05/23/2016,21,5,2016,Central Atlantic,2.464
05/23/2016,21,5,2016,Lower Atlantic,2.308
05/23/2016,21,5,2016,Midwest,2.325
05/23/2016,21,5,2016,Gulf Coast,2.233
05/23/2016,21,5,2016,Rocky Mountains,2.358
05/23/2016,21,5,2016,West Coast,2.597
05/23/2016,21,5,2016,California,2.673
05/23/2016,21,5,2016,West Coast exc California,2.502
05/30/2016,22,5,2016,US,2.382
05/30/2016,22,5,2016,East Coast,2.405
05/30/2016,22,5,2016,New England,2.442
05/30/2016,22,5,2016,Central Atlantic,2.505
05/30/2016,22,5,2016,Lower Atlantic,2.322
05/30/2016,22,5,2016,Midwest,2.342
05/30/2016,22,5,2016,Gulf Coast,2.254
05/30/2016,22,5,2016,Rocky Mountains,2.375
05/30/2016,22,5,2016,West Coast,2.650
05/30/2016,22,5,2016,California,2.718
05/30/2016,22,5,2016,West Coast exc California,2.565
06/06/2016,23,6,2016,US,2.407
06/06/2016,23,6,2016,East Coast,2.436
06/06/2016,23,6,2016,New England,2.471
06/06/2016,23,6,2016,Central Atlantic,2.522
06/06/2016,23,6,2016,Lower Atlantic,2.363
06/06/2016,23,6,2016,Midwest,2.361
06/06/2016,23,6,2016,Gulf Coast,2.278
06/06/2016,23,6,2016,Rocky Mountains,2.390
06/06/2016,23,6,2016,West Coast,2.681
06/06/2016,23,6,2016,California,2.746
06/06/2016,23,6,2016,West Coast exc California,2.600
06/13/2016,24,6,2016,US,2.431
06/13/2016,24,6,2016,East Coast,2.449
06/13/2016,24,6,2016,New England,2.492
06/13/2016,24,6,2016,Central Atlantic,2.537
06/13/2016,24,6,2016,Lower Atlantic,2.372
06/13/2016,24,6,2016,Midwest,2.390
06/13/2016,24,6,2016,Gulf Coast,2.307
06/13/2016,24,6,2016,Rocky Mountains,2.413
06/13/2016,24,6,2016,West Coast,2.711
06/13/2016,24,6,2016,California,2.791
06/13/2016,24,6,2016,West Coast exc California,2.610
06/20/2016,25,6,2016,US,2.426
06/20/2016,25,6,2016,East Coast,2.443
06/20/2016,25,6,2016,New England,2.494
06/20/2016,25,6,2016,Central Atlantic,2.542
06/20/2016,25,6,2016,Lower Atlantic,2.358
06/20/2016,25,6,2016,Midwest,2.386
06/20/2016,25,6,2016,Gulf Coast,2.296
06/20/2016,25,6,2016,Rocky Mountains,2.413
06/20/2016,25,6,2016,West Coast,2.706
06/20/2016,25,6,2016,California,2.786
06/20/2016,25,6,2016,West Coast exc California,2.606
06/27/2016,26,6,2016,US,2.426
06/27/2016,26,6,2016,East Coast,2.442
06/27/2016,26,6,2016,New England,2.491
06/27/2016,26,6,2016,Central Atlantic,2.535
06/27/2016,26,6,2016,Lower Atlantic,2.361
06/27/2016,26,6,2016,Midwest,2.389
06/27/2016,26,6,2016,Gulf Coast,2.285
06/27/2016,26,6,2016,Rocky Mountains,2.429
06/27/2016,26,6,2016,West Coast,2.713
06/27/2016,26,6,2016,California,2.803
06/27/2016,26,6,2016,West Coast exc California,2.600
07/04/2016,27,7,2016,US,2.423
07/04/2016,27,7,2016,East Coast,2.438
07/04/2016,27,7,2016,New England,2.482
07/04/2016,27,7,2016,Central Atlantic,2.535
07/04/2016,27,7,2016,Lower Atlantic,2.355
07/04/2016,27,7,2016,Midwest,2.389
07/04/2016,27,7,2016,Gulf Coast,2.282
07/04/2016,27,7,2016,Rocky Mountains,2.436
07/04/2016,27,7,2016,West Coast,2.709
07/04/2016,27,7,2016,California,2.798
07/04/2016,27,7,2016,West Coast exc California,2.599
07/11/2016,28,7,2016,US,2.414
07/11/2016,28,7,2016,East Coast,2.424
07/11/2016,28,7,2016,New England,2.469
07/11/2016,28,7,2016,Central Atlantic,2.521
07/11/2016,28,7,2016,Lower Atlantic,2.341
07/11/2016,28,7,2016,Midwest,2.385
07/11/2016,28,7,2016,Gulf Coast,2.261
07/11/2016,28,7,2016,Rocky Mountains,2.445
07/11/2016,28,7,2016,West Coast,2.708
07/11/2016,28,7,2016,California,2.798
07/11/2016,28,7,2016,West Coast exc California,2.596
07/18/2016,29,7,2016,US,2.402
07/18/2016,29,7,2016,East Coast,2.411
07/18/2016,29,7,2016,New England,2.446
07/18/2016,29,7,2016,Central Atlantic,2.503
07/18/2016,29,7,2016,Lower Atlantic,2.332
07/18/2016,29,7,2016,Midwest,2.369
07/18/2016,29,7,2016,Gulf Coast,2.262
07/18/2016,29,7,2016,Rocky Mountains,2.435
07/18/2016,29,7,2016,West Coast,2.686
07/18/2016,29,7,2016,California,2.780
07/18/2016,29,7,2016,West Coast exc California,2.569
07/25/2016,30,7,2016,US,2.379
07/25/2016,30,7,2016,East Coast,2.387
07/25/2016,30,7,2016,New England,2.434
07/25/2016,30,7,2016,Central Atlantic,2.481
07/25/2016,30,7,2016,Lower Atlantic,2.306
07/25/2016,30,7,2016,Midwest,2.341
07/25/2016,30,7,2016,Gulf Coast,2.242
07/25/2016,30,7,2016,Rocky Mountains,2.434
07/25/2016,30,7,2016,West Coast,2.663
07/25/2016,30,7,2016,California,2.764
07/25/2016,30,7,2016,West Coast exc California,2.536
08/01/2016,31,7,2016,US,2.348
08/01/2016,31,7,2016,East Coast,2.354
08/01/2016,31,7,2016,New England,2.396
08/01/2016,31,7,2016,Central Atlantic,2.441
08/01/2016,31,7,2016,Lower Atlantic,2.279
08/01/2016,31,7,2016,Midwest,2.304
08/01/2016,31,7,2016,Gulf Coast,2.224
08/01/2016,31,7,2016,Rocky Mountains,2.419
08/01/2016,31,7,2016,West Coast,2.630
08/01/2016,31,7,2016,California,2.741
08/01/2016,31,7,2016,West Coast exc California,2.492
08/08/2016,32,8,2016,US,2.316
08/08/2016,32,8,2016,East Coast,2.321
08/08/2016,32,8,2016,New England,2.378
08/08/2016,32,8,2016,Central Atlantic,2.412
08/08/2016,32,8,2016,Lower Atlantic,2.241
08/08/2016,32,8,2016,Midwest,2.275
08/08/2016,32,8,2016,Gulf Coast,2.184
08/08/2016,32,8,2016,Rocky Mountains,2.396
08/08/2016,32,8,2016,West Coast,2.595
08/08/2016,32,8,2016,California,2.707
08/08/2016,32,8,2016,West Coast exc California,2.454
08/15/2016,33,8,2016,US,2.310
08/15/2016,33,8,2016,East Coast,2.314
08/15/2016,33,8,2016,New England,2.368
08/15/2016,33,8,2016,Central Atlantic,2.406
08/15/2016,33,8,2016,Lower Atlantic,2.233
08/15/2016,33,8,2016,Midwest,2.273
08/15/2016,33,8,2016,Gulf Coast,2.179
08/15/2016,33,8,2016,Rocky Mountains,2.394
08/15/2016,33,8,2016,West Coast,2.583
08/15/2016,33,8,2016,California,2.696
08/15/2016,33,8,2016,West Coast exc California,2.441
08/22/2016,34,8,2016,US,2.370
08/22/2016,34,8,2016,East Coast,2.367
08/22/2016,34,8,2016,New England,2.391
08/22/2016,34,8,2016,Central Atlantic,2.457
08/22/2016,34,8,2016,Lower Atlantic,2.294
08/22/2016,34,8,2016,Midwest,2.342
08/22/2016,34,8,2016,Gulf Coast,2.249
08/22/2016,34,8,2016,Rocky Mountains,2.435
08/22/2016,34,8,2016,West Coast,2.623
08/22/2016,34,8,2016,California,2.723
08/22/2016,34,8,2016,West Coast exc California,2.498
08/29/2016,35,8,2016,US,2.409
08/29/2016,35,8,2016,East Coast,2.410
08/29/2016,35,8,2016,New England,2.423
08/29/2016,35,8,2016,Central Atlantic,2.496
08/29/2016,35,8,2016,Lower Atlantic,2.341
08/29/2016,35,8,2016,Midwest,2.391
08/29/2016,35,8,2016,Gulf Coast,2.269
08/29/2016,35,8,2016,Rocky Mountains,2.476
08/29/2016,35,8,2016,West Coast,2.658
08/29/2016,35,8,2016,California,2.741
08/29/2016,35,8,2016,West Coast exc California,2.555
09/05/2016,36,9,2016,US,2.407
09/05/2016,36,9,2016,East Coast,2.408
09/05/2016,36,9,2016,New England,2.420
09/05/2016,36,9,2016,Central Atlantic,2.499
09/05/2016,36,9,2016,Lower Atlantic,2.335
09/05/2016,36,9,2016,Midwest,2.387
09/05/2016,36,9,2016,Gulf Coast,2.264
09/05/2016,36,9,2016,Rocky Mountains,2.493
09/05/2016,36,9,2016,West Coast,2.664
09/05/2016,36,9,2016,California,2.746
09/05/2016,36,9,2016,West Coast exc California,2.563
09/12/2016,37,9,2016,US,2.399
09/12/2016,37,9,2016,East Coast,2.399
09/12/2016,37,9,2016,New England,2.410
09/12/2016,37,9,2016,Central Atlantic,2.495
09/12/2016,37,9,2016,Lower Atlantic,2.323
09/12/2016,37,9,2016,Midwest,2.376
09/12/2016,37,9,2016,Gulf Coast,2.256
09/12/2016,37,9,2016,Rocky Mountains,2.489
09/12/2016,37,9,2016,West Coast,2.666
09/12/2016,37,9,2016,California,2.756
09/12/2016,37,9,2016,West Coast exc California,2.553
09/19/2016,38,9,2016,US,2.389
09/19/2016,38,9,2016,East Coast,2.391
09/19/2016,38,9,2016,New England,2.405
09/19/2016,38,9,2016,Central Atlantic,2.485
09/19/2016,38,9,2016,Lower Atlantic,2.316
09/19/2016,38,9,2016,Midwest,2.366
09/19/2016,38,9,2016,Gulf Coast,2.242
09/19/2016,38,9,2016,Rocky Mountains,2.482
09/19/2016,38,9,2016,West Coast,2.652
09/19/2016,38,9,2016,California,2.754
09/19/2016,38,9,2016,West Coast exc California,2.524
09/26/2016,39,9,2016,US,2.382
09/26/2016,39,9,2016,East Coast,2.393
09/26/2016,39,9,2016,New England,2.398
09/26/2016,39,9,2016,Central Atlantic,2.489
09/26/2016,39,9,2016,Lower Atlantic,2.318
09/26/2016,39,9,2016,Midwest,2.359
09/26/2016,39,9,2016,Gulf Coast,2.230
09/26/2016,39,9,2016,Rocky Mountains,2.465
09/26/2016,39,9,2016,West Coast,2.640
09/26/2016,39,9,2016,California,2.739
09/26/2016,39,9,2016,West Coast exc California,2.515
10/03/2016,40,9,2016,US,2.389
10/03/2016,40,9,2016,East Coast,2.398
10/03/2016,40,9,2016,New England,2.414
10/03/2016,40,9,2016,Central Atlantic,2.486
10/03/2016,40,9,2016,Lower Atlantic,2.327
10/03/2016,40,9,2016,Midwest,2.356
10/03/2016,40,9,2016,Gulf Coast,2.250
10/03/2016,40,9,2016,Rocky Mountains,2.467
10/03/2016,40,9,2016,West Coast,2.658
10/03/2016,40,9,2016,California,2.766
10/03/2016,40,9,2016,West Coast exc California,2.524
10/10/2016,41,10,2016,US,2.445
10/10/2016,41,10,2016,East Coast,2.441
10/10/2016,41,10,2016,New England,2.453
10/10/2016,41,10,2016,Central Atlantic,2.540
10/10/2016,41,10,2016,Lower Atlantic,2.363
10/10/2016,41,10,2016,Midwest,2.417
10/10/2016,41,10,2016,Gulf Coast,2.317
10/10/2016,41,10,2016,Rocky Mountains,2.508
10/10/2016,41,10,2016,West Coast,2.712
10/10/2016,41,10,2016,California,2.809
10/10/2016,41,10,2016,West Coast exc California,2.591
10/17/2016,42,10,2016,US,2.481
10/17/2016,42,10,2016,East Coast,2.472
10/17/2016,42,10,2016,New England,2.477
10/17/2016,42,10,2016,Central Atlantic,2.579
10/17/2016,42,10,2016,Lower Atlantic,2.389
10/17/2016,42,10,2016,Midwest,2.458
10/17/2016,42,10,2016,Gulf Coast,2.357
10/17/2016,42,10,2016,Rocky Mountains,2.546
10/17/2016,42,10,2016,West Coast,2.742
10/17/2016,42,10,2016,California,2.828
10/17/2016,42,10,2016,West Coast exc California,2.635
10/24/2016,43,10,2016,US,2.478
10/24/2016,43,10,2016,East Coast,2.468
10/24/2016,43,10,2016,New England,2.485
10/24/2016,43,10,2016,Central Atlantic,2.581
10/24/2016,43,10,2016,Lower Atlantic,2.378
10/24/2016,43,10,2016,Midwest,2.451
10/24/2016,43,10,2016,Gulf Coast,2.353
10/24/2016,43,10,2016,Rocky Mountains,2.550
10/24/2016,43,10,2016,West Coast,2.747
10/24/2016,43,10,2016,California,2.828
10/24/2016,43,10,2016,West Coast exc California,2.645
10/31/2016,44,10,2016,US,2.479
10/31/2016,44,10,2016,East Coast,2.475
10/31/2016,44,10,2016,New England,2.502
10/31/2016,44,10,2016,Central Atlantic,2.583
10/31/2016,44,10,2016,Lower Atlantic,2.388
10/31/2016,44,10,2016,Midwest,2.443
10/31/2016,44,10,2016,Gulf Coast,2.353
10/31/2016,44,10,2016,Rocky Mountains,2.541
10/31/2016,44,10,2016,West Coast,2.766
10/31/2016,44,10,2016,California,2.855
10/31/2016,44,10,2016,West Coast exc California,2.655
11/07/2016,45,11,2016,US,2.470
11/07/2016,45,11,2016,East Coast,2.474
11/07/2016,45,11,2016,New England,2.502
11/07/2016,45,11,2016,Central Atlantic,2.584
11/07/2016,45,11,2016,Lower Atlantic,2.384
11/07/2016,45,11,2016,Midwest,2.425
11/07/2016,45,11,2016,Gulf Coast,2.340
11/07/2016,45,11,2016,Rocky Mountains,2.532
11/07/2016,45,11,2016,West Coast,2.766
11/07/2016,45,11,2016,California,2.840
11/07/2016,45,11,2016,West Coast exc California,2.673
11/14/2016,46,11,2016,US,2.443
11/14/2016,46,11,2016,East Coast,2.453
11/14/2016,46,11,2016,New England,2.482
11/14/2016,46,11,2016,Central Atlantic,2.564
11/14/2016,46,11,2016,Lower Atlantic,2.363
11/14/2016,46,11,2016,Midwest,2.387
11/14/2016,46,11,2016,Gulf Coast,2.316
11/14/2016,46,11,2016,Rocky Mountains,2.492
11/14/2016,46,11,2016,West Coast,2.757
11/14/2016,46,11,2016,California,2.837
11/14/2016,46,11,2016,West Coast exc California,2.657
11/21/2016,47,11,2016,US,2.421
11/21/2016,47,11,2016,East Coast,2.442
11/21/2016,47,11,2016,New England,2.471
11/21/2016,47,11,2016,Central Atlantic,2.549
11/21/2016,47,11,2016,Lower Atlantic,2.355
11/21/2016,47,11,2016,Midwest,2.356
11/21/2016,47,11,2016,Gulf Coast,2.296
11/21/2016,47,11,2016,Rocky Mountains,2.455
11/21/2016,47,11,2016,West Coast,2.730
11/21/2016,47,11,2016,California,2.804
11/21/2016,47,11,2016,West Coast exc California,2.637
11/28/2016,48,11,2016,US,2.420
11/28/2016,48,11,2016,East Coast,2.446
11/28/2016,48,11,2016,New England,2.472
11/28/2016,48,11,2016,Central Atlantic,2.549
11/28/2016,48,11,2016,Lower Atlantic,2.361
11/28/2016,48,11,2016,Midwest,2.356
11/28/2016,48,11,2016,Gulf Coast,2.290
11/28/2016,48,11,2016,Rocky Mountains,2.450
11/28/2016,48,11,2016,West Coast,2.727
11/28/2016,48,11,2016,California,2.800
11/28/2016,48,11,2016,West Coast exc California,2.635
12/05/2016,49,12,2016,US,2.480
12/05/2016,49,12,2016,East Coast,2.499
12/05/2016,49,12,2016,New England,2.526
12/05/2016,49,12,2016,Central Atlantic,2.602
12/05/2016,49,12,2016,Lower Atlantic,2.415
12/05/2016,49,12,2016,Midwest,2.431
12/05/2016,49,12,2016,Gulf Coast,2.361
12/05/2016,49,12,2016,Rocky Mountains,2.457
12/05/2016,49,12,2016,West Coast,2.770
12/05/2016,49,12,2016,California,2.843
12/05/2016,49,12,2016,West Coast exc California,2.679
12/12/2016,50,12,2016,US,2.493
12/12/2016,50,12,2016,East Coast,2.520
12/12/2016,50,12,2016,New England,2.547
12/12/2016,50,12,2016,Central Atlantic,2.633
12/12/2016,50,12,2016,Lower Atlantic,2.429
12/12/2016,50,12,2016,Midwest,2.446
12/12/2016,50,12,2016,Gulf Coast,2.371
12/12/2016,50,12,2016,Rocky Mountains,2.447
12/12/2016,50,12,2016,West Coast,2.772
12/12/2016,50,12,2016,California,2.837
12/12/2016,50,12,2016,West Coast exc California,2.690
12/19/2016,51,12,2016,US,2.527
12/19/2016,51,12,2016,East Coast,2.559
12/19/2016,51,12,2016,New England,2.587
12/19/2016,51,12,2016,Central Atlantic,2.667
12/19/2016,51,12,2016,Lower Atlantic,2.470
12/19/2016,51,12,2016,Midwest,2.479
12/19/2016,51,12,2016,Gulf Coast,2.410
12/19/2016,51,12,2016,Rocky Mountains,2.495
12/19/2016,51,12,2016,West Coast,2.788
12/19/2016,51,12,2016,California,2.854
12/19/2016,51,12,2016,West Coast exc California,2.705
12/26/2016,52,12,2016,US,2.540
12/26/2016,52,12,2016,East Coast,2.573
12/26/2016,52,12,2016,New England,2.611
12/26/2016,52,12,2016,Central Atlantic,2.687
12/26/2016,52,12,2016,Lower Atlantic,2.478
12/26/2016,52,12,2016,Midwest,2.489
12/26/2016,52,12,2016,Gulf Coast,2.421
12/26/2016,52,12,2016,Rocky Mountains,2.516
12/26/2016,52,12,2016,West Coast,2.807
12/26/2016,52,12,2016,California,2.871
12/26/2016,52,12,2016,West Coast exc California,2.727
01/02/2017,53,12,2016,US,2.586
01/02/2017,53,12,2016,East Coast,2.627
01/02/2017,53,12,2016,New England,2.665
01/02/2017,53,12,2016,Central Atlantic,2.776
01/02/2017,53,12,2016,Lower Atlantic,2.514
01/02/2017,53,12,2016,Midwest,2.540
01/02/2017,53,12,2016,Gulf Coast,2.451
01/02/2017,53,12,2016,Rocky Mountains,2.535
01/02/2017,53,12,2016,West Coast,2.847
01/02/2017,53,12,2016,California,2.921
01/02/2017,53,12,2016,West Coast exc California,2.757
01/09/2017,1,1,2017,US,2.597
01/09/2017,1,1,2017,East Coast,2.648
01/09/2017,1,1,2017,New England,2.677
01/09/2017,1,1,2017,Central Atlantic,2.813
01/09/2017,1,1,2017,Lower Atlantic,2.526
01/09/2017,1,1,2017,Midwest,2.547
01/09/2017,1,1,2017,Gulf Coast,2.448
01/09/2017,1,1,2017,Rocky Mountains,2.541
01/09/2017,1,1,2017,West Coast,2.873
01/09/2017,1,1,2017,California,2.953
01/09/2017,1,1,2017,West Coast exc California,2.774
01/16/2017,2,1,2017,US,2.585
01/16/2017,2,1,2017,East Coast,2.636
01/16/2017,2,1,2017,New England,2.675
01/16/2017,2,1,2017,Central Atlantic,2.804
01/16/2017,2,1,2017,Lower Atlantic,2.511
01/16/2017,2,1,2017,Midwest,2.541
01/16/2017,2,1,2017,Gulf Coast,2.429
01/16/2017,2,1,2017,Rocky Mountains,2.538
01/16/2017,2,1,2017,West Coast,2.855
01/16/2017,2,1,2017,California,2.937
